FeatureID,calc_mw,mz,rt
1.916_280.13891_RP,279.13163,280.13891,1.916
6.873_137.04569_RP,136.03841,137.04569,6.873
17.382_257.18984_RP,256.18256,257.18984,17.382
21.04_637.30502_RP,636.29768,637.30502,21.04
4.149_235.11876_RP,234.11149,235.11876,4.149
10.478_215.97813_RP,214.97086,215.97813,10.478
1.123_290.84698_RP,289.8397,290.84698,1.123
14.499_299.06609_RP,298.05881,299.06609,14.499
2.44_172.06037_RP,171.05306,172.06037,2.44
15.887_402.13879_RP,401.13152,402.13879,15.887
3.374_257.04967_RP,256.0424,257.04967,3.374
1.555_143.08138_RP,142.0741,143.08138,1.555
3.033_193.03414_RP,192.02686,193.03414,3.033
1.559_117.05448_RP,116.0472,117.05448,1.559
18.099_329.23212_RP,328.2248,329.23212,18.099
20.027_295.22659_RP,294.21931,295.22659,20.027
6.379_372.14155_RP,371.13427,372.14155,6.379
1.202_405.05033_RP,404.04306,405.05033,1.202
1.139_287.03771_RP,286.03045,287.03771,1.139
10.807_275.14218_RP,274.1349,275.14218,10.807
7.765_231.13375_RP,230.12647,231.13375,7.765
1.122_630.7838_RP,629.77652,630.7838,1.122
17.035_295.22648_RP,294.2192,295.22648,17.035
1.255_406.11048_RP,405.1032,406.11048,1.255
7.112_511.2508_RP,510.24352,511.2508,7.112
16.048_368.243_RP,367.23572,368.243,16.048
20.751_278.24765_RP,277.24037,278.24765,20.751
1.384_282.11812_RP,281.11084,282.11812,1.384
1.12_750.78457_RP,749.77729,750.78457,1.12
3.405_261.14432_RP,260.13705,261.14432,3.405
17.385_588.13944_RP,587.13216,588.13944,17.385
1.055_145.09705_RP,127.06322,145.09705,1.055
17.023_214.2527_RP,213.24543,214.2527,17.023
5.876_193.06792_RP,192.06064,193.06792,5.876
1.124_178.05855_RP,177.05126,178.05855,1.124
16.85_301.20082_RP,300.19355,301.20082,16.85
1.231_84.04434_RP,83.03705,84.04434,1.231
17.748_257.18985_RP,256.18258,257.18985,17.748
1.123_562.79651_RP,561.78923,562.79651,1.123
1.115_818.77192_RP,817.76464,818.77192,1.115
6.901_271.09229_RP,270.08501,271.09229,6.901
9.192_246.16976_RP,245.16248,246.16976,9.192
1.555_173.09191_RP,172.0846,173.09191,1.555
1.119_215.07904_RP,214.07176,215.07904,1.119
1.122_206.88565_RP,205.87837,206.88565,1.122
17.381_293.21093_RP,292.20366,293.21093,17.381
7.243_238.16471_RP,237.15744,238.16471,7.243
1.556_259.09218_RP,258.0849,259.09218,1.556
1.835_192.03241_RP,191.02513,192.03241,1.835
20.149_280.26336_RP,262.22952,280.26336,20.149
16.682_336.21685_RP,335.20958,336.21685,16.682
1.561_119.01597_RP,118.0087,119.01597,1.561
3.138_364.06514_RP,363.05787,364.06514,3.138
14.304_229.14326_RP,228.13598,229.14326,14.304
17.847_388.26917_RP,387.26189,388.26917,17.847
8.05_282.19093_RP,281.18365,282.19093,8.05
3.78_405.20897_RP,404.20169,405.20897,3.78
17.38_444.1857_RP,443.17843,444.1857,17.38
1.78_192.0324_RP,191.02512,192.0324,1.78
1.423_276.15515_RP,275.14787,276.15515,1.423
12.925_242.13848_RP,241.1312,242.13848,12.925
1.351_217.11809_RP,216.11082,217.11809,1.351
1.128_216.01437_RP,215.00709,216.01437,1.128
1.564_324.0589_RP,323.05162,324.0589,1.564
1.255_102.05482_RP,101.04754,102.05482,1.255
11.293_106.032_RP,105.02472,106.032,11.293
3.402_259.09228_RP,258.08501,259.09228,3.402
7.386_276.10759_RP,275.10031,276.10759,7.386
1.65_230.09559_RP,229.08832,230.09559,1.65
3.126_184.06032_RP,183.05302,184.06032,3.126
1.557_210.04279_RP,209.03551,210.04279,1.557
1.122_698.77112_RP,697.76385,698.77112,1.122
17.557_336.25315_RP,335.24588,336.25315,17.557
1.225_235.04145_RP,234.03417,235.04145,1.225
1.085_343.02516_RP,342.01788,343.02516,1.085
0.977_101.00828_RP,100.00101,101.00828,0.977
6.791_431.14051_RP,430.13324,431.14051,6.791
16.193_226.17993_RP,225.17264,226.17993,16.193
1.56_198.08714_RP,197.07987,198.08714,1.56
1.546_186.10578_RP,185.0985,186.10578,1.546
12.01_186.11239_RP,185.10511,186.11239,12.01
4.597_235.11876_RP,234.11148,235.11876,4.597
1.543_234.10821_RP,233.10094,234.10821,1.543
13.894_198.14869_RP,197.14141,198.14869,13.894
1.123_426.82168_RP,425.81441,426.82168,1.123
17.094_322.23749_RP,321.23022,322.23749,17.094
6.533_409.08297_RP,408.0757,409.08297,6.533
1.412_161.09193_RP,160.08465,161.09193,1.412
1.547_186.07593_RP,185.06863,186.07593,1.547
21.064_522.35511_RP,521.34784,522.35511,21.064
1.358_223.09227_RP,222.08499,223.09227,1.358
11.187_261.12322_RP,260.11595,261.12322,11.187
1.362_182.04801_RP,181.04073,182.04801,1.362
9.353_261.12655_RP,260.11927,261.12655,9.353
9.318_577.26135_RP,576.25407,577.26135,9.318
1.212_501.06558_RP,500.0583,501.06558,1.212
1.213_509.08839_RP,508.08111,509.08839,1.213
1.111_854.81108_RP,853.8038,854.81108,1.111
7.396_298.11435_RP,297.10708,298.11435,7.396
1.192_207.20649_RP,206.19921,207.20649,1.192
7.405_282.11943_RP,281.11216,282.11943,7.405
8.615_136.03921_RP,135.03194,136.03921,8.615
1.821_174.08722_RP,173.07994,174.08722,1.821
1.235_196.96092_RP,195.95364,196.96092,1.235
2.182_232.08138_RP,231.0741,232.08138,2.182
1.121_766.75832_RP,765.75104,766.75832,1.121
15.45_370.2586_RP,369.25132,370.2586,15.45
8.191_209.10178_RP,208.0945,209.10178,8.191
16.683_416.15452_RP,415.14725,416.15452,16.683
1.08_449.01033_RP,448.00305,449.01033,1.08
2.169_148.09674_RP,147.08946,148.09674,2.169
8.788_276.06869_RP,275.06141,276.06869,8.788
1.494_186.07594_RP,185.06866,186.07594,1.494
1.439_304.16132_RP,303.15405,304.16132,1.439
3.038_244.12906_RP,243.12178,244.12906,3.038
9.533_261.12315_RP,260.11587,261.12315,9.533
14.471_289.07506_RP,288.06778,289.07506,14.471
1.298_145.04941_RP,144.04213,145.04941,1.298
1.459_178.10722_RP,177.09994,178.10722,1.459
2.794_226.0821_RP,225.07482,226.0821,2.794
1.12_834.74566_RP,833.73838,834.74566,1.12
1.082_531.0134_RP,530.00612,531.0134,1.082
1.221_215.06939_RP,214.06211,215.06939,1.221
1.206_81.03344_RP,80.02616,81.03344,1.206
1.07_345.14835_RP,322.15913,345.14835,1.07
2.38_315.01879_RP,314.01151,315.01879,2.38
1.254_394.11051_RP,393.10323,394.11051,1.254
15.214_366.2273_RP,365.22003,366.2273,15.214
15.065_188.09152_RP,187.08424,188.09152,15.065
8.589_252.07249_RP,251.06522,252.07249,8.589
17.846_370.25858_RP,369.25131,370.25858,17.846
5.943_265.08512_RP,264.07785,265.08512,5.943
1.075_259.06385_RP,258.05658,259.06385,1.075
7.303_306.08131_RP,305.07403,306.08131,7.303
1.301_405.05029_RP,404.04301,405.05029,1.301
6.96_543.24077_RP,542.23349,543.24077,6.96
17.374_249.1847_RP,248.17743,249.1847,17.374
10.071_197.12826_RP,196.12099,197.12826,10.071
1.11_922.79859_RP,921.79131,922.79859,1.11
17.378_571.14869_RP,570.14141,571.14869,17.378
15.689_144.1382_RP,143.13092,144.1382,15.689
21.037_318.2401_RP,317.23282,318.2401,21.037
2.062_274.09197_RP,273.0847,274.09197,2.062
18.152_531.11795_RP,530.11067,531.11795,18.152
1.399_352.11704_RP,351.10976,352.11704,1.399
3.121_349.05422_RP,348.04694,349.05422,3.121
1.534_191.07732_RP,190.07004,191.07732,1.534
7.211_329.18182_RP,328.17455,329.18182,7.211
1.106_82.02627_RP,81.01899,82.02627,1.106
17.21_366.22725_RP,365.21998,366.22725,17.21
1.067_347.14226_RP,346.13496,347.14226,1.067
16.683_448.18071_RP,447.17345,448.18071,16.683
10.34_155.11778_RP,154.1105,155.11778,10.34
4.487_121.06466_RP,120.05738,121.06466,4.487
16.148_446.16484_RP,445.15757,446.16484,16.148
1.753_260.12395_RP,259.11667,260.12395,1.753
17.969_295.2265_RP,294.21923,295.2265,17.969
1.43_447.06728_RP,446.06001,447.06728,1.43
12.312_245.12821_RP,244.12094,245.12821,12.312
1.748_608.08858_RP,607.0813,608.08858,1.748
2.91_188.09164_RP,187.08436,188.09164,2.91
17.733_291.19528_RP,290.18801,291.19528,17.733
2.318_395.14191_RP,394.13463,395.14191,2.318
7.164_279.10075_RP,278.09347,279.10075,7.164
8.615_168.06545_RP,167.05817,168.06545,8.615
1.14_303.01168_RP,302.00442,303.01168,1.14
1.542_190.11841_RP,189.11113,190.11841,1.542
1.079_381.02301_RP,380.01574,381.02301,1.079
17.553_354.26373_RP,353.25646,354.26373,17.553
1.136_176.11587_RP,175.10859,176.11587,1.136
16.404_360.23786_RP,359.23059,360.23786,16.404
12.594_186.14873_RP,185.14145,186.14873,12.594
1.237_238.09191_RP,237.08463,238.09191,1.237
2.326_303.10588_RP,302.09861,303.10588,2.326
1.256_268.1024_RP,267.09512,268.1024,1.256
16.911_348.21672_RP,347.20944,348.21672,16.911
8.003_359.1923_RP,358.18502,359.1923,8.003
1.235_92.01638_RP,91.0091,92.01638,1.235
9.151_188.12798_RP,170.09418,188.12798,9.151
17.296_430.17001_RP,429.16273,430.17001,17.296
6.109_190.07086_RP,189.06358,190.07086,6.109
1.178_163.07121_RP,162.06392,163.07121,1.178
16.943_336.25321_RP,335.24593,336.25321,16.943
1.076_343.04615_RP,342.03887,343.04615,1.076
1.301_291.1296_RP,290.12233,291.1296,1.301
1.315_187.00003_RP,185.99275,187.00003,1.315
0.977_132.99808_RP,131.9908,132.99808,0.977
10.738_185.11702_RP,184.10975,185.11702,10.738
2.976_152.03411_RP,151.02683,152.03411,2.976
0.989_251.15997_RP,250.15269,251.15997,0.989
15.752_448.18062_RP,447.17334,448.18062,15.752
7.208_285.08276_RP,284.07548,285.08276,7.208
1.344_326.10796_RP,325.10069,326.10796,1.344
8.707_326.21715_RP,325.20987,326.21715,8.707
7.567_298.1144_RP,297.10712,298.1144,7.567
16.047_430.16998_RP,429.1627,430.16998,16.047
1.194_256.10245_RP,255.09517,256.10245,1.194
2.182_180.03238_RP,179.0251,180.03238,2.182
6.975_245.0952_RP,244.08792,245.0952,6.975
16.407_342.22733_RP,341.22006,342.22733,16.407
1.685_163.06002_RP,162.05274,163.06002,1.685
1.442_269.12421_RP,268.11693,269.12421,1.442
1.212_626.08016_RP,625.07289,626.08016,1.212
1.13_355.05748_RP,354.0502,355.05748,1.13
12.06_175.09629_RP,174.08902,175.09629,12.06
1.357_291.11847_RP,273.08464,291.11847,1.357
19.129_357.27867_RP,356.27139,357.27867,19.129
1.08_463.026_RP,462.01872,463.026,1.08
2.112_191.04838_RP,190.0411,191.04838,2.112
1.168_164.0916_RP,163.08432,164.0916,1.168
16.529_366.22737_RP,365.2201,366.22737,16.529
1.458_425.17625_RP,424.16898,425.17625,1.458
1.081_584.98512_RP,583.97784,584.98512,1.081
1.066_185.08954_RP,184.08222,185.08954,1.066
1.12_464.8588_RP,463.85152,464.8588,1.12
10.012_105.03337_RP,104.02609,105.03337,10.012
1.537_160.09671_RP,159.08943,160.09671,1.537
7.887_160.09669_RP,159.08941,160.09669,7.887
1.057_70.06511_RP,69.05783,70.06511,1.057
14.585_230.17489_RP,229.16761,230.17489,14.585
1.377_191.1025_RP,173.06867,191.1025,1.377
6.421_501.2301_RP,500.22282,501.2301,6.421
1.35_164.09161_RP,163.08433,164.09161,1.35
1.208_350.00169_RP,348.99441,350.00169,1.208
2.669_280.13891_RP,279.13164,280.13891,2.669
14.306_323.0966_RP,322.08932,323.0966,14.306
17.751_387.16434_RP,386.15707,387.16434,17.751
1.124_188.17561_RP,187.16834,188.17561,1.124
3.377_221.1189_RP,220.11163,221.1189,3.377
1.563_386.21435_RP,385.20707,386.21435,1.563
1.459_263.12347_RP,262.11619,263.12347,1.459
8.621_262.01874_RP,261.01147,262.01874,8.621
11.277_212.12797_RP,211.12069,212.12797,11.277
1.546_229.08774_RP,228.08044,229.08774,1.546
1.264_246.07924_RP,245.07196,246.07924,1.264
1.201_383.11573_RP,382.10846,383.11573,1.201
1.985_216.08653_RP,215.07925,216.08653,1.985
1.86_277.13927_RP,276.132,277.13927,1.86
12.061_295.06539_RP,294.05812,295.06539,12.061
1.136_349.23039_RP,348.22311,349.23039,1.136
3.152_186.07601_RP,185.06873,186.07601,3.152
1.176_353.22806_RP,352.22078,353.22806,1.176
1.368_296.11597_RP,295.10869,296.11597,1.368
8.383_160.09667_RP,159.08938,160.09667,8.383
11.943_428.20406_RP,427.19678,428.20406,11.943
18.746_299.20033_RP,298.19305,299.20033,18.746
15.695_184.16942_RP,166.13564,184.16942,15.695
6.953_259.0922_RP,258.08493,259.0922,6.953
1.46_203.13883_RP,202.13156,203.13883,1.46
17.382_446.16493_RP,445.15765,446.16493,17.382
8.328_206.13852_RP,205.13124,206.13852,8.328
3.039_210.06069_RP,209.05342,210.06069,3.039
1.356_175.1076_RP,174.10032,175.1076,1.356
4.814_270.15593_RP,269.14865,270.15593,4.814
1.564_246.1082_RP,228.07438,246.1082,1.564
16.12_352.24799_RP,351.24071,352.24799,16.12
1.351_220.08135_RP,219.07407,220.08135,1.351
11.05_218.13847_RP,217.13119,218.13847,11.05
17.037_345.2269_RP,344.21967,345.2269,17.037
13.471_434.19519_RP,433.18791,434.19519,13.471
1.305_183.08612_RP,182.07884,183.08612,1.305
12.132_174.1487_RP,173.14142,174.1487,12.132
1.251_210.097_RP,209.08972,210.097,1.251
1.267_288.07444_RP,287.06716,288.07444,1.267
2.474_158.11747_RP,157.1102,158.11747,2.474
1.115_396.87164_RP,395.86436,396.87164,1.115
10.045_582.32438_RP,581.3171,582.32438,10.045
0.977_234.961_RP,233.95372,234.961,0.977
14.112_170.1175_RP,169.11023,170.1175,14.112
12.217_289.15782_RP,288.15054,289.15782,12.217
6.837_599.27806_RP,598.27079,599.27806,6.837
2.972_169.06069_RP,168.05342,169.06069,2.972
0.977_232.99909_RP,231.99182,232.99909,0.977
16.772_430.16998_RP,429.1627,430.16998,16.772
1.471_408.12415_RP,407.11687,408.12415,1.471
1.37_420.16259_RP,419.15531,420.16259,1.37
17.285_310.23751_RP,309.23024,310.23751,17.285
1.321_272.0796_RP,271.07232,272.0796,1.321
16.796_352.2481_RP,351.24082,352.2481,16.796
0.977_107.00072_RP,105.99347,107.00072,0.977
1.112_938.77297_RP,937.76569,938.77297,1.112
1.256_250.09189_RP,249.08461,250.09189,1.256
3.378_256.15599_RP,255.14872,256.15599,3.378
1.344_290.0868_RP,289.07953,290.0868,1.344
10.176_188.12798_RP,187.1207,188.12798,10.176
1.541_88.0215_RP,87.01422,88.0215,1.541
9.796_200.08915_RP,199.08187,200.08915,9.796
1.115_954.74684_RP,953.73956,954.74684,1.115
8.623_152.03414_RP,151.02686,152.03414,8.623
1.381_279.11844_RP,278.11116,279.11844,1.381
6.473_262.16471_RP,261.15743,262.16471,6.473
2.065_280.13889_RP,279.13162,280.13889,2.065
1.593_204.08646_RP,203.07918,204.08646,1.593
16.883_293.21092_RP,292.20365,293.21092,16.883
1.337_197.0654_RP,196.05811,197.0654,1.337
1.086_207.05038_RP,206.0431,207.05038,1.086
14.671_282.16976_RP,281.16248,282.16976,14.671
1.162_76.07565_RP,75.06837,76.07565,1.162
1.172_194.10212_RP,193.09484,194.10212,1.172
1.517_112.99969_RP,111.99241,112.99969,1.517
8.497_343.19744_RP,342.19017,343.19744,8.497
2.16_189.12327_RP,188.11599,189.12327,2.16
2.747_137.02662_RP,136.01934,137.02662,2.747
1.119_852.7656_RP,851.75833,852.7656,1.119
6.546_567.19025_RP,566.18298,567.19025,6.546
7.592_250.09324_RP,249.08597,250.09324,7.592
6.981_542.25661_RP,541.24934,542.25661,6.981
1.079_395.03857_RP,394.0313,395.03857,1.079
1.206_517.06991_RP,516.06263,517.06991,1.206
1.517_302.13443_RP,301.12716,302.13443,1.517
1.546_246.0904_RP,245.08313,246.0904,1.546
6.032_194.13844_RP,193.13116,194.13844,6.032
1.776_204.09766_RP,203.09039,204.09766,1.776
12.061_143.07017_RP,142.06289,143.07017,12.061
1.236_304.079_RP,303.07172,304.079,1.236
1.559_141.06573_RP,140.05845,141.06573,1.559
9.794_129.05449_RP,128.04721,129.05449,9.794
0.978_106.00397_RP,104.99669,106.00397,0.978
6.447_155.08141_RP,154.07414,155.08141,6.447
7.395_166.0722_RP,165.06493,166.0722,7.395
2.381_257.01331_RP,256.00604,257.01331,2.381
1.56_428.17583_RP,427.16856,428.17583,1.56
13.499_303.17348_RP,302.1662,303.17348,13.499
1.572_306.0483_RP,305.04102,306.0483,1.572
1.344_146.08105_RP,145.07377,146.08105,1.344
1.23_169.05824_RP,168.05096,169.05824,1.23
1.391_262.10313_RP,261.09585,262.10313,1.391
1.297_97.02831_RP,96.02102,97.02831,1.297
8.252_186.11234_RP,185.10506,186.11234,8.252
1.55_303.12964_RP,302.12308,303.12964,1.55
20.505_558.39681_RP,535.40758,558.39681,20.505
1.6_584.08864_RP,583.08137,584.08864,1.6
10.244_158.11746_RP,157.11018,158.11746,10.244
2.037_160.1331_RP,159.12583,160.1331,2.037
1.216_189.13442_RP,188.12715,189.13442,1.216
1.155_198.12353_RP,197.11625,198.12353,1.155
1.084_599.00091_RP,597.99364,599.00091,1.084
1.377_161.09193_RP,160.08466,161.09193,1.377
1.429_525.28482_RP,524.27754,525.28482,1.429
7.631_127.05009_RP,126.04281,127.05009,7.631
16.571_281.17459_RP,280.16731,281.17459,16.571
16.591_350.23242_RP,349.22514,350.23242,16.591
6.799_454.18172_RP,453.17444,454.18172,6.799
1.118_632.82964_RP,631.82236,632.82964,1.118
1.049_204.13412_RP,186.1003,204.13412,1.049
1.546_376.11702_RP,375.10974,376.11702,1.546
1.118_902.73318_RP,901.72591,902.73318,1.118
1.116_674.8104_RP,673.80312,674.8104,1.116
11.291_377.14532_RP,376.13805,377.14532,11.291
15.997_388.26919_RP,387.26191,388.26919,15.997
16.607_366.22733_RP,365.22006,366.22733,16.607
6.727_430.15655_RP,429.14928,430.15655,6.727
1.17_227.01396_RP,226.00669,227.01396,1.17
16.661_368.24288_RP,367.23561,368.24288,16.661
1.336_179.05486_RP,178.04759,179.05486,1.336
3.525_162.07599_RP,161.06871,162.07599,3.525
11.487_446.25925_RP,445.25198,446.25925,11.487
1.333_307.07857_RP,306.0713,307.07857,1.333
15.065_350.23236_RP,349.22508,350.23236,15.065
1.332_177.08681_RP,176.07953,177.08681,1.332
1.074_275.05876_RP,274.05149,275.05876,1.074
7.211_153.04061_RP,152.03333,153.04061,7.211
15.717_402.24839_RP,401.24111,402.24839,15.717
16.774_446.16502_RP,445.15774,446.16502,16.774
2.685_135.0651_RP,134.05783,135.0651,2.685
13.681_152.01634_RP,151.00906,152.01634,13.681
1.189_243.18312_RP,242.17584,243.18312,1.189
10.092_295.12867_RP,294.1214,295.12867,10.092
5.764_220.08138_RP,219.0741,220.08138,5.764
1.533_131.04499_RP,130.03772,131.04499,1.533
1.534_247.13985_RP,246.13257,247.13985,1.534
1.486_144.06541_RP,143.05814,144.06541,1.486
2.722_203.13891_RP,202.13163,203.13891,2.722
2.151_190.08209_RP,189.07481,190.08209,2.151
15.481_446.16492_RP,445.15764,446.16492,15.481
11.291_210.07926_RP,209.07198,210.07926,11.291
2.693_145.13348_RP,144.12621,145.13348,2.693
1.599_567.062_RP,566.0547,567.062,1.599
13.413_326.08535_RP,325.07807,326.08535,13.413
1.267_189.13439_RP,188.12711,189.13439,1.267
1.098_642.86245_RP,641.85518,642.86245,1.098
1.089_546.98734_RP,545.98007,546.98734,1.089
16.998_293.21092_RP,292.20365,293.21092,16.998
6.058_294.15451_RP,293.14723,294.15451,6.058
12.06_219.12249_RP,218.11522,219.12249,12.06
2.063_292.10252_RP,291.09524,292.10252,2.063
8.833_221.09188_RP,220.08461,221.09188,8.833
1.118_758.77113_RP,757.76386,758.77113,1.118
6.299_613.12237_RP,612.11509,613.12237,6.299
11.374_302.12321_RP,301.11593,302.12321,11.374
10.013_288.0344_RP,287.02712,288.0344,10.013
2.562_176.05527_RP,175.048,176.05527,2.562
16.775_572.14427_RP,571.13699,572.14427,16.775
5.957_218.11333_RP,217.10605,218.11333,5.957
1.298_191.06612_RP,190.05884,191.06612,1.298
1.114_624.84268_RP,623.8354,624.84268,1.114
1.269_250.11844_RP,249.11121,250.11844,1.269
7.3_409.08701_RP,408.07974,409.08701,7.3
9.735_292.02933_RP,291.02205,292.02933,9.735
1.072_427.15126_RP,426.14398,427.15126,1.072
1.255_191.06604_RP,190.05876,191.06604,1.255
2.545_203.13889_RP,202.13161,203.13889,2.545
11.203_146.05997_RP,145.0527,146.05997,11.203
11.564_242.14973_RP,241.14245,242.14973,11.564
1.36_256.0814_RP,255.07408,256.0814,1.36
7.598_245.09515_RP,244.08788,245.09515,7.598
1.213_634.10298_RP,633.0957,634.10298,1.213
2.383_199.00789_RP,198.00062,199.00789,2.383
9.156_314.09157_RP,313.0843,314.09157,9.156
1.173_190.08208_RP,189.07477,190.08208,1.173
1.209_475.01618_RP,474.0089,475.01618,1.209
1.14_246.15581_RP,245.14853,246.15581,1.14
7.303_292.06565_RP,291.05837,292.06565,7.303
2.313_484.11629_RP,483.10901,484.11629,2.313
15.693_244.19049_RP,243.18322,244.19049,15.693
2.513_245.07662_RP,244.06935,245.07662,2.513
10.118_186.02173_RP,185.01445,186.02173,10.118
1.301_127.03881_RP,126.03154,127.03881,1.301
6.523_600.26218_RP,599.2549,600.26218,6.523
1.119_860.75249_RP,859.74522,860.75249,1.119
1.562_317.14527_RP,299.11146,317.14527,1.562
1.556_622.25474_RP,621.24747,622.25474,1.556
6.716_251.15_RP,250.14272,251.15,6.716
12.517_184.13307_RP,183.1258,184.13307,12.517
1.119_868.73975_RP,867.73247,868.73975,1.119
1.247_384.07216_RP,383.06489,384.07216,1.247
1.37_255.06429_RP,254.05702,255.06429,1.37
7.261_190.10722_RP,189.09994,190.10722,7.261
1.563_403.21839_RP,402.21111,403.21839,1.563
1.556_255.0973_RP,254.09003,255.0973,1.556
17.925_414.30002_RP,413.29274,414.30002,17.925
1.557_358.20822_RP,357.20094,358.20822,1.557
11.841_152.10689_RP,134.07306,152.10689,11.841
6.224_291.11846_RP,290.11118,291.11846,6.224
6.246_327.16614_RP,326.15886,327.16614,6.246
1.317_275.05237_RP,274.0451,275.05237,1.317
1.09_478.99981_RP,477.99253,478.99981,1.09
6.857_615.27289_RP,614.26561,615.27289,6.857
15.221_446.1649_RP,445.15762,446.1649,15.221
7.309_610.28264_RP,609.27536,610.28264,7.309
1.309_223.09226_RP,222.08498,223.09226,1.309
5.959_258.10822_RP,257.10094,258.10822,5.959
9.798_236.09162_RP,235.08434,236.09162,9.798
2.667_262.12836_RP,261.12108,262.12836,2.667
1.201_205.15448_RP,204.1472,205.15448,1.201
1.39_284.05275_RP,245.08961,284.05275,1.39
3.946_101.02325_RP,100.01597,101.02325,3.946
1.12_724.77772_RP,723.77044,724.77772,1.12
14.047_243.08752_RP,242.08024,243.08752,14.047
17.036_276.21679_RP,275.20952,276.21679,17.036
1.085_185.06849_RP,184.06118,185.06849,1.085
8.373_184.09655_RP,166.06276,184.09655,8.373
11.422_143.07019_RP,142.06291,143.07019,11.422
7.928_247.1109_RP,246.10362,247.1109,7.928
6.958_486.21923_RP,485.21195,486.21923,6.958
6.546_285.09596_RP,284.08869,285.09596,6.546
9.666_187.14393_RP,169.11014,187.14393,9.666
7.407_511.25089_RP,510.24361,511.25089,7.407
1.488_499.21301_RP,498.20573,499.21301,1.488
8.265_202.10721_RP,201.09994,202.10721,8.265
8.057_247.12865_RP,246.12137,247.12865,8.057
6.158_199.10753_RP,198.10025,199.10753,6.158
5.242_174.076_RP,173.06872,174.076,5.242
0.978_133.03446_RP,132.02719,133.03446,0.978
1.365_366.13914_RP,365.13187,366.13914,1.365
6.813_434.18869_RP,433.18142,434.18869,6.813
1.077_223.04532_RP,222.03804,223.04532,1.077
4.789_304.06605_RP,303.05877,304.06605,4.789
1.119_826.75886_RP,825.75158,826.75886,1.119
3.939_130.04977_RP,129.04249,130.04977,3.939
10.697_229.1003_RP,228.09302,229.1003,10.697
1.122_800.75217_RP,799.7449,800.75217,1.122
10.186_229.10031_RP,228.09304,229.10031,10.186
0.902_146.16509_RP,145.15781,146.16509,0.902
2.094_174.07597_RP,173.06869,174.07597,2.094
7.521_440.21377_RP,439.2065,440.21377,7.521
1.687_210.04289_RP,209.03561,210.04289,1.687
5.718_174.12356_RP,173.11629,174.12356,5.718
8.619_294.04498_RP,293.0377,294.04498,8.619
6.126_275.15995_RP,274.15267,275.15995,6.126
1.384_192.0865_RP,191.07922,192.0865,1.384
18.157_513.12758_RP,512.1203,513.12758,18.157
1.224_200.10118_RP,199.0939,200.10118,1.224
8.258_427.21853_RP,426.21126,427.21853,8.258
3.941_172.06033_RP,171.05305,172.06033,3.941
1.053_265.17561_RP,264.16834,265.17561,1.053
1.813_306.04838_RP,305.04111,306.04838,1.813
0.977_198.93984_RP,197.93256,198.93984,0.977
1.543_179.08133_RP,178.07406,179.08133,1.543
9.27_370.24331_RP,369.23604,370.24331,9.27
8.591_146.11746_RP,145.11019,146.11746,8.591
1.309_241.10276_RP,240.09549,241.10276,1.309
1.56_369.2493_RP,368.24203,369.2493,1.56
1.05_309.16541_RP,308.15813,309.16541,1.05
1.466_458.18643_RP,457.17915,458.18643,1.466
6.103_226.15481_RP,225.14754,226.15481,6.103
7.998_154.04977_RP,153.04249,154.04977,7.998
6.166_243.09738_RP,242.09011,243.09738,6.166
7.301_131.04903_RP,130.04175,131.04903,7.301
7.547_245.09518_RP,244.0879,245.09518,7.547
1.211_376.05094_RP,375.04365,376.05094,1.211
6.955_215.04832_RP,214.04104,215.04832,6.955
1.528_133.04939_RP,132.04207,133.04939,1.528
19.128_365.13575_RP,342.14653,365.13575,19.128
1.131_309.16545_RP,308.15817,309.16545,1.131
8.032_115.03886_RP,114.03158,115.03886,8.032
1.297_296.09733_RP,295.09006,296.09733,1.297
1.383_147.07631_RP,146.06903,147.07631,1.383
1.472_234.10823_RP,216.07441,234.10823,1.472
17.163_242.21124_RP,241.20396,242.21124,17.163
1.287_295.1133_RP,277.07949,295.1133,1.287
0.977_121.01635_RP,120.00908,121.01635,0.977
2.381_190.96361_RP,189.95634,190.96361,2.381
2.383_217.15447_RP,216.1472,217.15447,2.383
2.65_168.06544_RP,167.05817,168.06544,2.65
1.547_325.11263_RP,324.10536,325.11263,1.547
1.666_100.07561_RP,99.06833,100.07561,1.666
7.741_328.13892_RP,327.13165,328.13892,7.741
1.244_224.96359_RP,223.95632,224.96359,1.244
1.706_198.08717_RP,197.07989,198.08717,1.706
9.905_204.06878_RP,203.0615,204.06878,9.905
1.086_666.98817_RP,665.98089,666.98817,1.086
3.267_248.11269_RP,247.10542,248.11269,3.267
2.063_324.12873_RP,323.12145,324.12873,2.063
2.668_131.03381_RP,130.02654,131.03381,2.668
1.6_308.09088_RP,307.08361,308.09088,1.6
11.09_194.08437_RP,193.0771,194.08437,11.09
0.977_346.90833_RP,345.90106,346.90833,0.977
16.794_347.24261_RP,346.23533,347.24261,16.794
6.403_230.99553_RP,229.98826,230.99553,6.403
1.132_179.09018_RP,156.10096,179.09018,1.132
3.41_188.05522_RP,187.04795,188.05522,3.41
1.137_259.06889_RP,220.10571,259.06889,1.137
1.502_229.12929_RP,228.12202,229.12929,1.502
2.07_210.06202_RP,209.05475,210.06202,2.07
2.094_318.1294_RP,317.12213,318.1294,2.094
1.129_161.12833_RP,160.12106,161.12833,1.129
1.109_855.81342_RP,854.80614,855.81342,1.109
