FeatureID,calc_mw,mz,rt
2.68_148.04261_RP,147.03533,148.04261,2.68
2.171_433.01195_RP,432.00467,433.01195,2.171
2.026_244.06571_RP,243.05843,244.06571,2.026
2.126_145.04945_RP,144.04217,145.04945,2.126
2.714_441.11065_RP,440.10337,441.11065,2.714
1.36_175.05993_RP,174.05266,175.05993,1.36
4.287_184.08774_RP,183.08046,184.08774,4.287
1.636_522.20261_RP,521.19533,522.20261,1.636
4.877_664.11614_RP,663.10887,664.11614,4.877
8.99_247.14393_RP,246.13665,247.14393,8.99
1.495_383.16579_RP,382.15851,383.16579,1.495
3.033_129.01812_RP,128.01084,129.01812,3.033
1.911_684.25555_RP,666.22177,684.25555,1.911
1.89_278.12328_RP,277.116,278.12328,1.89
1.563_784.30767_RP,783.30039,784.30767,1.563
0.975_260.00999_RP,259.00272,260.00999,0.975
1.645_182.10218_RP,164.06836,182.10218,1.645
2.381_313.02349_RP,312.01621,313.02349,2.381
1.38_267.02014_RP,266.01287,267.02014,1.38
1.501_220.08133_RP,219.07406,220.08133,1.501
3.048_246.1083_RP,245.10102,246.1083,3.048
1.171_228.99326_RP,227.98598,228.99326,1.171
2.115_201.12321_RP,200.11593,201.12321,2.115
6.091_253.11822_RP,252.11094,253.11822,6.091
6.191_318.1657_RP,317.15842,318.1657,6.191
1.055_241.06601_RP,240.05874,241.06601,1.055
2.164_115.05011_RP,114.04284,115.05011,2.164
2.785_442.02359_RP,441.01631,442.02359,2.785
0.977_312.92015_RP,311.91287,312.92015,0.977
1.846_317.14546_RP,316.13818,317.14546,1.846
1.565_684.25525_RP,683.24798,684.25525,1.565
3.527_276.1011_RP,275.09382,276.1011,3.527
6.634_446.15148_RP,445.14421,446.15148,6.634
2.285_219.13379_RP,218.12651,219.13379,2.285
1.17_175.96392_RP,174.95665,175.96392,1.17
0.978_416.91618_RP,415.90891,416.91618,0.978
5.238_215.13884_RP,214.13156,215.13884,5.238
2.917_455.18829_RP,454.18101,455.18829,2.917
1.14_439.16724_RP,416.17802,439.16724,1.14
1.85_158.04473_RP,157.03743,158.04473,1.85
0.974_240.93064_RP,239.92337,240.93064,0.974
2.124_180.08655_RP,179.07927,180.08655,2.124
1.651_186.10582_RP,185.09855,186.10582,1.651
1.562_439.21833_RP,438.21105,439.21833,1.562
1.563_363.18721_RP,362.17993,363.18721,1.563
1.561_304.11369_RP,303.10641,304.11369,1.561
1.254_242.9296_RP,241.92232,242.9296,1.254
1.896_220.11779_RP,219.11051,220.11779,1.896
1.682_329.19305_RP,328.18577,329.19305,1.682
1.521_272.10615_RP,271.09887,272.10615,1.521
2.03_235.16508_RP,234.1578,235.16508,2.03
3.397_229.97447_RP,228.9672,229.97447,3.397
1.499_138.05483_RP,137.04755,138.05483,1.499
1.545_708.25511_RP,707.24783,708.25511,1.545
13.068_261.04389_RP,260.03662,261.04389,13.068
3.316_277.04085_RP,276.03357,277.04085,3.316
6.532_345.03067_RP,344.02339,345.03067,6.532
1.208_348.00636_RP,346.99908,348.00636,1.208
1.21_320.97502_RP,302.94096,320.97502,1.21
2.632_206.04801_RP,205.04074,206.04801,2.632
0.977_352.87805_RP,351.87077,352.87805,0.977
6.53_400.03083_RP,399.02355,400.03083,6.53
1.053_161.12836_RP,160.12108,161.12836,1.053
2.977_230.09223_RP,212.0584,230.09223,2.977
3.372_208.99528_RP,207.988,208.99528,3.372
4.537_286.07624_RP,285.06896,286.07624,4.537
5.582_352.08069_RP,351.07342,352.08069,5.582
3.399_270.04499_RP,269.03771,270.04499,3.399
1.501_168.06538_RP,167.0581,168.06538,1.501
4.788_286.05546_RP,285.04819,286.05546,4.788
3.308_274.0812_RP,273.07393,274.0812,3.308
2.386_236.99017_RP,235.98289,236.99017,2.386
2.43_224.9984_RP,223.99113,224.9984,2.43
4.281_204.0629_RP,203.05562,204.0629,4.281
1.696_112.07557_RP,111.0683,112.07557,1.696
13.932_296.08474_RP,295.07746,296.08474,13.932
5.832_311.12354_RP,310.11626,311.12354,5.832
1.189_288.98926_RP,287.98198,288.98926,1.189
1.502_306.09301_RP,305.08574,306.09301,1.502
3.101_178.07086_RP,177.06358,178.07086,3.101
1.406_273.00819_RP,272.00091,273.00819,1.406
2.53_220.11781_RP,219.11053,220.11781,2.53
1.242_225.01565_RP,224.00837,225.01565,1.242
4.711_233.14943_RP,232.14215,233.14943,4.711
1.21_428.96255_RP,427.95528,428.96255,1.21
5.589_689.10176_RP,688.09449,689.10176,5.589
1.147_294.14264_RP,293.13536,294.14264,1.147
1.35_331.19734_RP,330.19007,331.19734,1.35
2.485_152.07054_RP,151.06326,152.07054,2.485
3.208_380.11859_RP,379.1113,380.11859,3.208
1.839_152.05528_RP,134.02146,152.05528,1.839
3.316_236.97039_RP,235.96312,236.97039,3.316
4.296_297.10787_RP,296.1006,297.10787,4.296
2.139_260.12392_RP,259.11665,260.12392,2.139
4.203_263.1963_RP,262.18902,263.1963,4.203
2.975_247.11878_RP,246.1115,247.11878,2.975
0.976_137.02937_RP,136.0221,137.02937,0.976
1.394_386.01464_RP,385.00736,386.01464,1.394
1.296_222.09695_RP,221.08959,222.09695,1.296
1.245_348.85699_RP,347.84972,348.85699,1.245
1.352_129.06572_RP,128.05845,129.06572,1.352
5.744_611.08944_RP,610.08216,611.08944,5.744
3.858_216.09774_RP,215.09047,216.09774,3.858
5.52_259.09226_RP,258.08498,259.09226,5.52
1.588_222.09704_RP,221.08967,222.09704,1.588
1.555_202.1007_RP,201.09342,202.1007,1.555
4.53_258.08131_RP,257.07404,258.08131,4.53
1.992_168.07668_RP,167.0694,168.07668,1.992
4.283_308.06058_RP,307.05331,308.06058,4.283
1.055_307.14987_RP,306.14259,307.14987,1.055
1.545_366.1392_RP,365.13193,366.1392,1.545
7.413_237.08675_RP,236.07947,237.08675,7.413
1.748_652.00512_RP,650.99784,652.00512,1.748
1.497_132.10179_RP,131.09452,132.10179,1.497
3.226_187.10761_RP,186.10034,187.10761,3.226
1.208_360.00439_RP,358.99711,360.00439,1.208
1.383_195.08617_RP,194.0789,195.08617,1.383
0.975_133.99888_RP,132.9916,133.99888,0.975
2.569_148.06038_RP,147.0531,148.06038,2.569
1.31_279.98739_RP,278.98012,279.98739,1.31
2.496_258.02724_RP,257.01996,258.02724,2.496
3.314_185.06677_RP,184.05949,185.06677,3.314
3.014_219.0974_RP,218.09012,219.0974,3.014
2.407_210.98276_RP,209.97549,210.98276,2.407
2.652_150.0549_RP,149.04763,150.0549,2.652
5.597_432.21979_RP,431.21251,432.21979,5.597
3.313_291.02014_RP,290.01286,291.02014,3.313
2.481_162.11237_RP,161.10509,162.11237,2.481
1.054_232.01391_RP,231.00663,232.01391,1.054
3.115_201.08681_RP,200.07953,201.08681,3.115
6.528_368.1926_RP,367.18532,368.1926,6.528
6.654_257.11298_RP,256.10571,257.11298,6.654
8.848_146.05996_RP,145.05268,146.05996,8.848
3.433_312.11102_RP,311.10375,312.11102,3.433
1.299_199.103_RP,198.09573,199.103,1.299
6.866_357.24939_RP,356.24211,357.24939,6.866
4.093_279.02015_RP,278.01287,279.02015,4.093
2.755_260.16039_RP,259.15311,260.16039,2.755
1.058_261.1556_RP,243.12174,261.1556,1.058
2.444_174.11239_RP,173.10511,174.11239,2.444
2.566_270.07354_RP,269.06627,270.07354,2.566
6.873_253.09294_RP,252.08566,253.09294,6.873
1.703_274.09195_RP,273.08467,274.09195,1.703
5.406_198.08714_RP,197.07986,198.08714,5.406
3.399_284.02425_RP,283.01697,284.02425,3.399
1.398_294.11809_RP,293.11081,294.11809,1.398
6.929_550.11783_RP,549.11055,550.11783,6.929
0.977_414.88325_RP,413.87597,414.88325,0.977
1.056_247.03734_RP,246.03008,247.03734,1.056
2.435_253.02969_RP,252.02241,253.02969,2.435
1.542_424.19209_RP,423.18481,424.19209,1.542
1.169_202.01871_RP,201.01146,202.01871,1.169
2.75_149.0444_RP,148.0371,149.0444,2.75
0.977_304.96893_RP,303.96165,304.96893,0.977
3.289_444.03129_RP,443.02401,444.03129,3.289
3.943_245.01333_RP,244.00606,245.01333,3.943
6.211_153.06579_RP,152.05852,153.06579,6.211
7.476_472.23988_RP,471.23261,472.23988,7.476
4.28_336.05545_RP,335.04817,336.05545,4.28
3.517_120.06542_RP,119.05814,120.06542,3.517
1.381_168.06543_RP,167.05815,168.06543,1.381
2.672_217.08181_RP,216.07453,217.08181,2.672
1.17_250.99582_RP,249.98857,250.99582,1.17
2.38_316.02245_RP,315.01517,316.02245,2.38
1.17_279.01458_RP,278.0073,279.01458,1.17
1.85_318.12949_RP,317.12222,318.12949,1.85
1.171_270.01976_RP,269.01248,270.01976,1.171
4.744_343.99358_RP,342.9863,343.99358,4.744
1.213_275.02385_RP,274.01611,275.02385,1.213
1.406_274.09192_RP,273.08464,274.09192,1.406
2.382_322.96401_RP,321.95674,322.96401,2.382
0.975_219.98687_RP,218.97967,219.98687,0.975
1.14_288.15524_RP,287.14795,288.15524,1.14
1.654_598.06796_RP,597.06069,598.06796,1.654
2.296_429.17258_RP,428.16531,429.17258,2.296
1.056_255.04532_RP,254.03805,255.04532,1.056
1.534_489.02203_RP,488.01475,489.02203,1.534
2.14_97.02831_RP,96.02104,97.02831,2.14
0.977_257.97695_RP,256.96967,257.97695,0.977
2.081_684.25534_RP,683.24806,684.25534,2.081
1.161_301.15209_RP,300.14482,301.15209,1.161
1.977_106.04979_RP,105.04252,106.04979,1.977
1.839_312.96686_RP,311.95958,312.96686,1.839
3.945_218.95849_RP,217.95121,218.95849,3.945
13.304_201.04112_RP,200.03384,201.04112,13.304
3.307_182.10351_RP,181.09628,182.10351,3.307
3.494_187.10761_RP,186.10034,187.10761,3.494
2.394_304.16135_RP,303.15407,304.16135,2.394
1.739_376.11709_RP,375.10981,376.11709,1.739
1.748_168.06543_RP,167.05815,168.06543,1.748
8.833_207.10379_RP,189.06995,207.10379,8.833
0.977_148.02729_RP,147.02002,148.02729,0.977
4.217_259.10349_RP,258.09622,259.10349,4.217
1.643_182.10218_RP,181.09491,182.10218,1.643
1.75_222.09707_RP,221.08979,222.09707,1.75
6.685_307.12222_RP,306.11494,307.12222,6.685
1.81_295.09568_RP,294.0884,295.09568,1.81
3.966_221.09192_RP,220.08465,221.09192,3.966
1.355_319.12456_RP,318.11731,319.12456,1.355
4.281_167.06112_RP,166.05388,167.06112,4.281
1.668_277.10287_RP,276.0956,277.10287,1.668
8.031_133.04945_RP,132.04219,133.04945,8.031
2.705_250.12834_RP,249.12106,250.12834,2.705
3.036_147.02871_RP,146.02144,147.02871,3.036
2.587_420.17242_RP,419.16514,420.17242,2.587
1.384_355.06985_RP,354.06257,355.06985,1.384
8.834_158.08377_RP,157.07649,158.08377,8.834
5.795_230.11337_RP,212.07955,230.11337,5.795
1.065_263.01163_RP,240.02241,263.01163,1.065
1.492_167.08138_RP,166.07412,167.08138,1.492
0.978_300.90279_RP,299.89551,300.90279,0.978
8.794_367.14965_RP,366.14238,367.14965,8.794
5.895_203.08131_RP,202.07404,203.08131,5.895
0.977_251.9511_RP,233.91682,251.9511,0.977
1.515_224.07625_RP,206.04244,224.07625,1.515
1.864_218.06579_RP,217.05851,218.06579,1.864
1.993_337.16044_RP,336.15316,337.16044,1.993
1.169_177.9643_RP,176.95702,177.9643,1.169
1.452_147.1127_RP,129.07887,147.1127,1.452
1.214_312.97855_RP,311.97128,312.97855,1.214
2.495_244.01158_RP,243.0043,244.01158,2.495
6.896_446.15151_RP,445.14424,446.15151,6.896
0.976_221.98166_RP,220.97438,221.98166,0.976
1.054_233.02175_RP,232.01448,233.02175,1.054
0.976_241.99941_RP,240.99213,241.99941,0.976
1.169_183.97183_RP,182.96455,183.97183,1.169
0.976_182.96218_RP,181.9549,182.96218,0.976
1.86_386.21448_RP,385.20721,386.21448,1.86
4.383_251.06947_RP,250.06219,251.06947,4.383
2.381_255.01802_RP,254.01074,255.01802,2.381
1.386_261.10796_RP,260.10068,261.10796,1.386
0.976_382.92796_RP,381.92069,382.92796,0.976
1.342_304.92988_RP,265.96677,304.92988,1.342
2.385_206.12961_RP,205.12233,206.12961,2.385
1.064_239.07071_RP,238.06402,239.07071,1.064
7.031_401.21406_RP,400.20679,401.21406,7.031
0.977_348.90591_RP,347.89905,348.90591,0.977
1.258_158.09232_RP,140.05847,158.09232,1.258
1.836_157.01068_RP,156.0034,157.01068,1.836
7.216_226.11843_RP,208.08461,226.11843,7.216
1.373_296.09739_RP,295.09011,296.09739,1.373
1.244_359.89969_RP,358.89242,359.89969,1.244
1.525_471.18194_RP,470.17466,471.18194,1.525
1.302_285.00817_RP,284.00085,285.00817,1.302
6.396_342.95946_RP,341.95219,342.95946,6.396
1.2_319.16101_RP,301.12716,319.16101,1.2
4.059_213.08681_RP,212.07953,213.08681,4.059
3.111_229.12934_RP,228.12206,229.12934,3.111
1.838_242.99771_RP,241.99043,242.99771,1.838
2.095_276.11881_RP,275.11153,276.11881,2.095
2.46_247.0923_RP,246.08502,247.0923,2.46
2.974_155.08141_RP,154.07414,155.08141,2.974
11.836_107.08541_RP,106.07812,107.08541,11.836
0.984_298.18723_RP,297.17996,298.18723,0.984
7.073_443.09239_RP,442.08511,443.09239,7.073
5.819_361.13924_RP,360.13197,361.13924,5.819
1.841_256.97699_RP,255.96971,256.97699,1.841
4.535_339.1392_RP,338.13193,339.1392,4.535
1.916_684.25536_RP,683.24809,684.25536,1.916
0.977_426.90049_RP,425.89321,426.90049,0.977
4.745_115.03878_RP,114.0315,115.03878,4.745
1.733_325.1127_RP,324.10543,325.1127,1.733
3.048_158.04472_RP,157.03745,158.04472,3.048
3.119_457.02323_RP,456.01595,457.02323,3.119
1.533_480.00624_RP,478.99897,480.00624,1.533
5.755_234.13338_RP,233.1261,234.13338,5.755
1.148_305.00108_RP,303.99382,305.00108,1.148
2.027_560.07861_RP,559.07134,560.07861,2.027
1.721_684.2554_RP,683.24812,684.2554,1.721
0.975_210.94049_RP,209.93351,210.94049,0.975
0.975_240.95289_RP,239.94561,240.95289,0.975
3.09_204.08648_RP,203.07921,204.08648,3.09
1.642_303.12971_RP,302.12283,303.12971,1.642
3.313_249.00956_RP,248.00229,249.00956,3.313
1.169_259.0402_RP,258.03289,259.0402,1.169
1.308_282.99559_RP,281.98831,282.99559,1.308
2.382_198.95779_RP,197.95051,198.95779,2.382
1.051_262.0245_RP,261.01722,262.0245,1.051
2.435_267.00894_RP,266.00166,267.00894,2.435
2.291_260.12394_RP,259.11667,260.12394,2.291
1.547_670.01579_RP,669.00848,670.01579,1.547
1.715_667.22871_RP,666.22162,667.22871,1.715
10.012_286.03907_RP,285.03179,286.03907,10.012
1.171_225.01865_RP,224.01137,225.01865,1.171
8.835_170.06005_RP,169.05277,170.06005,8.835
4.382_308.09091_RP,307.08363,308.09091,4.382
1.363_156.06538_RP,155.0581,156.06538,1.363
1.89_308.09745_RP,307.09018,308.09745,1.89
6.791_507.08342_RP,506.07615,507.08342,6.791
0.973_336.90051_RP,313.91108,336.90051,0.973
2.108_231.09738_RP,230.09011,231.09738,2.108
2.043_298.13174_RP,297.12447,298.13174,2.043
4.533_319.116_RP,318.10872,319.116,4.533
3.26_258.10827_RP,257.10101,258.10827,3.26
1.534_166.01671_RP,165.00944,166.01671,1.534
1.534_483.01468_RP,482.00741,483.01468,1.534
2.043_784.30755_RP,783.30027,784.30755,2.043
2.802_338.18213_RP,337.17485,338.18213,2.802
0.977_318.91344_RP,317.90616,318.91344,0.977
1.384_243.09734_RP,242.09006,243.09734,1.384
0.978_232.9228_RP,231.91553,232.9228,0.978
3.97_177.08687_RP,176.07959,177.08687,3.97
2.38_320.97494_RP,319.96766,320.97494,2.38
1.461_211.03827_RP,210.031,211.03827,1.461
1.523_259.02898_RP,258.0217,259.02898,1.523
1.545_325.1063_RP,324.09903,325.1063,1.545
0.977_235.92097_RP,234.91369,235.92097,0.977
6.867_179.12828_RP,178.12094,179.12828,6.867
0.977_217.95401_RP,216.94673,217.95401,0.977
4.741_345.00152_RP,343.99425,345.00152,4.741
0.978_232.96358_RP,231.95609,232.96358,0.978
1.852_261.05381_RP,260.04653,261.05381,1.852
3.216_204.08652_RP,203.07924,204.08652,3.216
1.523_265.00034_RP,263.99306,265.00034,1.523
0.976_245.99436_RP,244.98709,245.99436,0.976
2.384_198.01174_RP,197.00446,198.01174,2.384
2.409_220.11779_RP,219.11051,220.11779,2.409
1.358_323.10833_RP,322.10105,323.10833,1.358
3.772_219.13384_RP,218.12656,219.13384,3.772
1.781_359.15594_RP,358.14866,359.15594,1.781
3.082_295.01509_RP,294.00782,295.01509,3.082
4.096_293.03575_RP,292.02847,293.03575,4.096
3.477_205.11813_RP,204.11085,205.11813,3.477
1.483_546.20259_RP,545.19532,546.20259,1.483
6.545_392.06767_RP,391.06039,392.06767,6.545
1.17_231.00886_RP,230.00158,231.00886,1.17
3.881_547.28334_RP,546.27606,547.28334,3.881
2.302_338.04608_RP,337.03881,338.04608,2.302
4.412_283.12866_RP,282.12139,283.12866,4.412
2.425_297.0195_RP,296.01222,297.0195,2.425
0.978_253.93153_RP,252.92425,253.93153,0.978
2.212_226.01882_RP,225.01155,226.01882,2.212
1.549_660.99942_RP,659.99215,660.99942,1.549
3.475_147.05122_RP,129.0174,147.05122,3.475
3.802_239.05173_RP,238.04445,239.05173,3.802
2.024_220.01126_RP,219.00398,220.01126,2.024
4.273_439.09755_RP,438.09028,439.09755,4.273
4.771_610.06256_RP,609.05527,610.06256,4.771
2.998_247.1399_RP,246.13262,247.1399,2.998
4.202_258.08131_RP,257.07403,258.08131,4.202
1.055_333.12191_RP,332.11463,333.12191,1.055
3.313_238.97079_RP,237.96351,238.97079,3.313
1.168_98.02117_RP,97.01388,98.02117,1.168
8.842_169.04704_RP,168.03976,169.04704,8.842
1.505_259.13978_RP,241.10598,259.13978,1.505
1.944_258.14464_RP,257.13736,258.14464,1.944
4.68_237.08681_RP,236.07953,237.08681,4.68
1.526_380.11851_RP,379.11124,380.11851,1.526
1.304_322.96404_RP,321.95676,322.96404,1.304
2.496_248.97508_RP,247.9678,248.97508,2.496
1.378_414.1604_RP,413.15313,414.1604,1.378
0.977_556.85866_RP,555.85138,556.85866,0.977
1.509_482.22411_RP,481.21684,482.22411,1.509
1.055_235.02217_RP,234.01489,235.02217,1.055
4.062_249.1079_RP,248.10062,249.1079,4.062
1.056_82.06506_RP,81.05778,82.06506,1.056
5.737_237.08679_RP,236.07952,237.08679,5.737
0.975_200.9374_RP,199.92999,200.9374,0.975
1.816_168.03244_RP,167.02516,168.03244,1.816
5.344_242.11334_RP,241.10606,242.11334,5.344
2.383_197.01259_RP,196.00532,197.01259,2.383
1.378_318.95506_RP,279.99196,318.95506,1.378
1.171_188.00316_RP,186.99588,188.00316,1.171
4.744_243.06096_RP,242.05369,243.06096,4.744
1.179_211.00298_RP,209.9958,211.00298,1.179
2.382_183.99611_RP,182.98883,183.99611,2.382
2.382_210.97449_RP,209.96721,210.97449,2.382
1.527_619.97306_RP,618.96578,619.97306,1.527
1.568_157.09703_RP,139.06321,157.09703,1.568
1.375_347.16708_RP,346.16007,347.16708,1.375
5.82_406.19297_RP,405.18569,406.19297,5.82
5.875_463.05063_RP,462.04336,463.05063,5.875
5.875_461.0714_RP,460.06413,461.0714,5.875
4.746_284.11268_RP,283.10541,284.11268,4.746
2.092_198.0971_RP,197.08982,198.0971,2.092
5.586_334.0426_RP,333.03532,334.0426,5.586
1.601_643.00473_RP,641.99747,643.00473,1.601
1.836_203.11374_RP,202.10646,203.11374,1.836
5.034_262.12835_RP,261.12108,262.12835,5.034
2.381_189.96674_RP,188.95948,189.96674,2.381
1.55_558.08738_RP,557.08011,558.08738,1.55
1.245_223.96739_RP,222.96012,223.96739,1.245
2.25_186.1124_RP,185.10512,186.1124,2.25
1.056_249.03776_RP,248.03049,249.03776,1.056
1.912_325.11284_RP,324.10556,325.11284,1.912
1.509_220.11778_RP,219.11051,220.11778,1.509
4.093_154.03763_RP,153.03035,154.03763,4.093
6.534_422.06622_RP,421.05895,422.06622,6.534
2.515_179.04501_RP,178.03773,179.04501,2.515
2.381_258.01677_RP,257.00949,258.01677,2.381
2.066_325.11281_RP,324.10554,325.11281,2.066
1.842_234.95336_RP,233.94608,234.95336,1.842
2.869_306.0931_RP,305.08582,306.0931,2.869
2.864_123.04732_RP,122.04004,123.04732,2.864
5.91_388.18239_RP,387.17512,388.18239,5.91
3.397_242.01367_RP,241.00639,242.01367,3.397
3.138_472.03411_RP,471.02684,472.03411,3.138
5.586_675.08622_RP,674.07894,675.08622,5.586
0.976_267.94716_RP,266.93989,267.94716,0.976
5.246_172.06033_RP,171.05305,172.06033,5.246
3.644_210.07591_RP,209.06864,210.07591,3.644
1.15_305.14533_RP,287.11156,305.14533,1.15
1.845_175.07124_RP,174.06395,175.07124,1.845
1.669_141.06579_RP,140.05851,141.06579,1.669
1.541_172.12049_RP,171.11303,172.12049,1.541
1.67_235.08102_RP,234.07375,235.08102,1.67
1.563_231.12554_RP,230.11826,231.12554,1.563
1.373_250.98465_RP,249.97737,250.98465,1.373
4.745_341.0093_RP,340.00202,341.0093,4.745
1.547_218.10206_RP,217.09479,218.10206,1.547
1.557_364.20247_RP,363.19519,364.20247,1.557
5.029_264.09772_RP,263.09045,264.09772,5.029
1.84_233.94561_RP,232.93833,233.94561,1.84
7.448_255.13373_RP,237.09989,255.13373,7.448
1.201_268.99724_RP,267.98996,268.99724,1.201
0.975_145.03447_RP,144.02719,145.03447,0.975
1.897_260.11267_RP,259.10539,260.11267,1.897
1.679_262.08534_RP,261.07807,262.08534,1.679
1.748_670.01599_RP,669.00866,670.01599,1.748
2.786_401.98948_RP,400.9822,401.98948,2.786
1.513_247.09214_RP,246.08488,247.09214,1.513
1.548_547.09725_RP,546.08998,547.09725,1.548
0.978_344.94643_RP,343.93915,344.94643,0.978
1.496_248.09333_RP,247.08606,248.09333,1.496
1.375_306.09297_RP,305.08569,306.09297,1.375
0.975_392.85787_RP,391.8506,392.85787,0.975
2.03_198.08118_RP,197.07391,198.08118,2.03
0.976_300.97401_RP,299.96674,300.97401,0.976
5.063_261.14435_RP,260.13707,261.14435,5.063
6.533_421.06686_RP,420.05959,421.06686,6.533
1.838_236.95384_RP,235.94656,236.95384,1.838
6.403_464.90786_RP,463.90059,464.90786,6.403
4.148_383.13817_RP,382.1309,383.13817,4.148
4.385_262.12834_RP,261.12106,262.12834,4.385
1.145_184.00819_RP,183.00091,184.00819,1.145
1.175_369.98219_RP,368.97492,369.98219,1.175
2.274_270.08896_RP,269.08169,270.08896,2.274
5.067_344.13384_RP,343.12657,344.13384,5.067
3.285_590.08927_RP,589.082,590.08927,3.285
1.375_248.11259_RP,247.10531,248.11259,1.375
1.782_177.05051_RP,176.04323,177.05051,1.782
5.341_126.06606_RP,125.05878,126.06606,5.341
1.6_619.97306_RP,618.96579,619.97306,1.6
1.593_589.044_RP,588.03672,589.044,1.593
1.053_72.08075_RP,71.07347,72.08075,1.053
2.38_205.02859_RP,204.02123,205.02859,2.38
2.514_269.12428_RP,268.117,269.12428,2.514
1.355_236.07631_RP,235.06904,236.07631,1.355
1.585_227.06607_RP,226.05884,227.06607,1.585
1.336_236.98395_RP,235.97668,236.98395,1.336
2.785_136.05999_RP,135.05271,136.05999,2.785
4.062_231.0974_RP,230.09012,231.0974,4.062
1.499_280.95344_RP,241.99032,280.95344,1.499
1.054_286.06842_RP,285.06114,286.06842,1.054
5.589_666.06895_RP,665.06167,666.06895,5.589
4.533_234.02691_RP,233.01964,234.02691,4.533
3.949_225.00753_RP,224.00026,225.00753,3.949
2.386_208.97417_RP,207.96689,208.97417,2.386
6.546_422.09868_RP,421.09141,422.09868,6.546
1.173_268.11955_RP,267.11228,268.11955,1.173
5.852_201.06539_RP,200.05811,201.06539,5.852
2.033_183.06841_RP,182.06113,183.06841,2.033
1.956_259.09226_RP,258.08496,259.09226,1.956
2.126_205.08177_RP,187.04794,205.08177,2.126
2.13_226.12833_RP,225.12106,226.12833,2.13
3.218_150.05824_RP,149.05096,150.05824,3.218
1.05_201.07188_RP,200.0646,201.07188,1.05
1.791_121.04945_RP,120.04218,121.04945,1.791
1.737_549.09284_RP,548.08556,549.09284,1.737
2.38_217.98744_RP,216.98016,217.98744,2.38
1.53_211.0204_RP,210.01312,211.0204,1.53
0.977_258.94127_RP,219.97786,258.94127,0.977
1.527_628.98882_RP,627.98158,628.98882,1.527
0.979_321.90649_RP,320.89922,321.90649,0.979
2.382_208.97415_RP,185.98489,208.97415,2.382
1.375_155.01027_RP,154.00298,155.01027,1.375
1.168_199.96669_RP,198.95941,199.96669,1.168
1.598_628.9892_RP,627.98195,628.9892,1.598
2.379_270.99265_RP,269.98538,270.99265,2.379
0.975_263.00966_RP,262.00239,263.00966,0.975
6.12_251.06362_RP,228.07441,251.06362,6.12
1.523_263.99243_RP,262.98516,263.99243,1.523
6.536_393.0721_RP,392.06482,393.0721,6.536
1.745_324.12873_RP,323.12146,324.12873,1.745
1.375_168.04364_RP,167.03637,168.04364,1.375
2.24_325.11274_RP,324.10546,325.11274,2.24
2.788_446.98708_RP,445.97981,446.98708,2.788
1.361_230.08283_RP,229.07555,230.08283,1.361
2.235_684.25519_RP,683.24792,684.25519,2.235
2.892_310.14959_RP,309.14232,310.14959,2.892
1.599_708.95539_RP,707.94812,708.95539,1.599
3.974_159.07633_RP,158.06905,159.07633,3.974
1.786_363.18726_RP,362.17998,363.18726,1.786
0.973_228.94874_RP,227.94146,228.94874,0.973
1.245_229.9272_RP,228.91993,229.9272,1.245
1.634_214.12967_RP,213.12281,214.12967,1.634
1.171_252.99616_RP,251.98888,252.99616,1.171
2.275_242.07697_RP,241.06969,242.07697,2.275
1.761_212.11271_RP,211.10543,212.11271,1.761
2.495_272.00652_RP,270.99924,272.00652,2.495
2.214_217.97451_RP,216.96723,217.97451,2.214
1.525_608.98329_RP,607.97602,608.98329,1.525
1.948_248.11273_RP,247.10546,248.11273,1.948
3.315_253.97303_RP,252.96575,253.97303,3.315
1.569_622.98178_RP,621.9745,622.98178,1.569
5.53_163.05999_RP,162.0527,163.05999,5.53
2.126_295.01094_RP,294.00366,295.01094,2.126
4.204_319.116_RP,318.10872,319.116,4.204
1.376_187.01911_RP,186.01184,187.01911,1.376
1.515_330.03806_RP,329.03078,330.03806,1.515
2.066_163.04225_RP,162.03499,163.04225,2.066
1.75_660.99963_RP,659.99235,660.99963,1.75
2.381_189.95578_RP,188.9485,189.95578,2.381
2.22_212.0033_RP,210.99602,212.0033,2.22
1.535_323.07788_RP,322.0706,323.07788,1.535
3.036_292.95888_RP,291.95161,292.95888,3.036
1.524_255.10735_RP,254.10003,255.10735,1.524
0.973_181.96191_RP,180.95463,181.96191,0.973
2.382_215.02315_RP,214.01592,215.02315,2.382
2.383_186.97151_RP,185.96423,186.97151,2.383
3.955_346.12434_RP,345.11707,346.12434,3.955
1.171_212.00241_RP,210.9955,212.00241,1.171
4.747_351.05037_RP,350.0431,351.05037,4.747
1.746_662.00756_RP,661.00029,662.00756,1.746
1.171_187.01915_RP,186.01188,187.01915,1.171
4.747_417.0074_RP,416.00012,417.0074,4.747
0.973_208.95472_RP,207.94745,208.95472,0.973
2.792_454.04397_RP,453.03669,454.04397,2.792
2.18_181.05282_RP,180.04554,181.05282,2.18
3.063_371.11302_RP,370.10574,371.11302,3.063
1.386_186.12356_RP,168.08973,186.12356,1.386
0.976_243.96133_RP,242.95405,243.96133,0.976
0.975_235.96485_RP,234.95757,235.96485,0.975
3.94_259.02903_RP,258.02175,259.02903,3.94
2.387_216.02221_RP,215.01493,216.02221,2.387
2.381_202.00659_RP,200.99931,202.00659,2.381
3.941_214.96643_RP,213.95916,214.96643,3.941
0.975_224.95615_RP,223.94895,224.95615,0.975
