database_id,cmm_id,prediction
52923133,2202,1242.4648
52923135,2203,1298.8766
52923139,2205,1220.6942
52923143,2207,1224.267
52923145,2208,1248.03
52923147,2209,1296.5024
52923153,2212,1250.1566
52923155,2213,1223.6624
52923157,2214,1267.1666
52923161,2216,1230.8629
52923163,2217,1257.4468
52923171,2221,1228.1991
52923173,2222,1215.5673
52923175,2223,1234.6492
52923177,2224,1219.0869
52923179,2225,1249.4631
52923181,2226,1294.7767
52923187,2229,1274.93
52923189,2230,1198.1212
52923191,2231,1250.3539
52923193,2232,1248.954
52923195,2233,1275.982
52923197,2234,1302.1129
52923201,2236,1288.533
52923205,2238,1190.1127
52923207,2239,1289.9426
10854909,2240,1284.6301
52923213,2243,1255.1361
52923215,2244,1185.5583
52923217,2245,1209.1038
52923221,2247,1237.2041
52923223,2248,1207.4695
52923231,2252,1231.2164
52923233,2253,1234.6492
52923235,2254,1219.0869
52923237,2255,1271.3441
52923239,2256,1294.7767
52923241,2257,1317.5173
52923247,2260,1191.3374
52923249,2261,1250.3539
52923251,2262,1248.954
52923253,2263,1272.8394
52923255,2264,1285.3411
52923257,2265,1294.067
52923261,2267,1245.653
52923265,2269,1248.03
52923267,2270,1279.8206
52923269,2271,1256.6519
52923275,2274,1185.2734
52923277,2275,1245.0271
52923279,2276,1195.1942
52923283,2278,1224.833
52923291,2282,1177.8401
52923293,2283,1220.3009
52923295,2284,1267.5493
52923297,2285,1288.7854
52923299,2286,1312.3884
52923301,2287,1273.9896
52923307,2290,1179.6537
52923309,2291,1242.4648
52923311,2292,1275.982
52923313,2293,1285.3411
52923315,2294,1257.2548
52923319,2296,1152.9236
52923323,2298,1289.237
52923325,2299,1277.4436
52923327,2300,1204.84
52923333,2303,1292.5479
52923335,2304,1321.9457
52923341,2307,1267.718
52923343,2308,1313.4951
52923351,2312,1212.7468
52923353,2313,1312.3884
52923355,2314,1273.9896
52923357,2315,1271.6096
52923359,2316,1205.3762
52923365,2319,1232.7367
52923367,2320,1298.8766
52923369,2321,1302.1129
52923371,2322,1294.067
52923373,2323,1257.2548
52923375,2324,1207.474
52923379,2326,1231.503
52923383,2328,1304.8136
52923385,2329,1258.3322
52923437,2355,1178.1853
52923439,2356,1158.8586
52923443,2358,1159.5127
52923445,2359,1231.4384
52923453,2363,1274.93
52923455,2364,1191.3374
52923457,2365,1235.2834
52923459,2366,1208.9056
52923465,2369,1110.6115
52923467,2370,1288.533
52923469,2371,1245.653
52923471,2372,1152.9236
52923473,2373,1231.503
52923479,2376,1288.8286
52923481,2377,1217.7479
52923483,2378,1218.477
52923551,2412,1230.8629
52923553,2413,1257.4468
52923555,2414,1227.7311
52923559,2416,1228.1991
52923561,2417,1215.5673
52923569,2421,1274.93
52923571,2422,1198.1212
52923573,2423,1250.3539
52923575,2424,1248.954
52923577,2425,1267.0924
52923579,2426,1303.9182
52923585,2429,1288.533
52923587,2430,1224.267
52923589,2431,1190.1127
52923591,2432,1248.03
52923593,2433,1289.237
52923595,2434,1304.8136
52923599,2436,1288.8286
52923603,2438,1200.5865
52923605,2439,1288.1738
52923607,2440,1283.1221
52923613,2443,1221.5585
52923615,2444,1223.1196
52923617,2445,1250.2909
52923621,2447,1194.0917
52923623,2448,1219.0869
52923631,2452,1197.1486
52923633,2453,1248.954
52923635,2454,1272.8394
52923637,2455,1287.801
52923639,2456,1304.6017
52923641,2457,1289.0681
52923647,2460,1178.8055
52923649,2461,1248.03
52923651,2462,1289.9426
52923653,2463,1279.8206
52923655,2464,1277.4436
52923657,2465,1258.3322
52923661,2467,1217.7479
52923665,2469,1288.1738
52923667,2470,1270.61
52923669,2471,1215.785
52923675,2474,1312.0333
52923677,2475,1307.3672
52923679,2476,1298.8536
52923683,2478,1301.9797
52923691,2482,1202.1499
52923693,2483,1295.2908
52923695,2484,1283.0604
52923697,2485,1235.3966
52923699,2486,1244.8336
52923701,2487,1195.2947
52923707,2490,1226.4292
52923709,2491,1296.5024
52923711,2492,1284.6301
52923713,2493,1256.6519
52923715,2494,1204.84
52923717,2495,1150.1609
52923721,2497,1218.477
52923725,2499,1283.1221
52923727,2500,1215.785
53478605,2502,1174.3608
53478607,2503,1222.6609
53478609,2504,1178.1853
53478611,2505,1250.8154
53478613,2506,1282.6559
53478625,2507,1194.9705
53478629,2508,1209.4099
53478631,2509,1302.4614
53478633,2510,1321.3966
53478669,2511,1183.3195
6441886,2512,1280.9685
53478679,2513,1208.887
53478681,2514,1258.8032
53478685,2515,1269.4225
53478687,2516,1294.7767
53478691,2517,1192.6859
53478701,2518,1211.0504
53478711,2519,1216.5137
53478717,2520,1160.532
53478719,2521,1268.8569
53478721,2522,1209.4099
53478723,2523,1257.4468
53478725,2524,1207.4695
53478727,2525,1232.4429
53478729,2526,1258.8032
53478735,2527,1215.5673
53478737,2528,1231.7795
53478739,2529,1234.6492
53478741,2530,1220.3009
53478743,2531,1249.4631
53478745,2532,1192.6859
53478747,2533,1198.1212
53478749,2534,1248.954
53478753,2535,1220.6942
53478755,2536,1224.9633
53478765,2537,1209.4099
53478767,2538,1249.4631
53478769,2539,1192.6859
53478775,2540,1224.9633
53478785,2541,1257.4468
53478787,2542,1220.3009
53478789,2543,1294.7767
53478791,2544,1198.1212
53478795,2545,1288.533
53478807,2546,1207.4695
53478809,2547,1267.5493
53478813,2548,1250.3539
53478821,2549,1190.1127
53478831,2550,1232.4429
53478833,2551,1292.6252
53478837,2552,1219.7632
53478845,2553,1208.059
53478855,2554,1258.8032
53478861,2555,1267.0924
53478867,2556,1217.2311
53478879,2557,1205.4232
53478881,2558,1208.9056
53478897,2559,1186.9673
53478899,2560,1267.0924
53478901,2561,1224.9633
53478919,2562,1215.5673
53478921,2563,1242.4648
53478943,2564,1174.3608
53478945,2565,1194.9705
53478949,2566,1215.4963
53478951,2567,1208.887
53478953,2568,1206.5792
53478955,2569,1231.7795
53478957,2570,1231.7795
53478959,2571,1220.3009
53478961,2572,1267.5493
53478963,2573,1292.6252
53478967,2574,1205.4232
53478969,2575,1186.9673
53478971,2576,1242.4648
53478985,2577,1179.2186
53479009,2578,1234.6492
53479015,2579,1190.1127
53479033,2580,1220.3009
53479057,2581,1222.6609
53479065,2582,1258.8032
53479069,2583,1249.4631
53479073,2584,1294.7767
53479081,2585,1208.9056
53479083,2586,1267.0924
53479097,2587,1217.2311
53479125,2588,1292.6252
53479149,2589,1217.2311
53479165,2590,1178.1853
53479167,2591,1209.4099
53480677,2592,1192.6859
53479177,2593,1192.6859
53479179,2594,1198.1212
53479181,2595,1250.3539
53479183,2596,1219.7632
53479185,2597,1267.0924
53479187,2598,1220.6942
53479189,2599,1224.9633
53479193,2600,1179.2186
53479195,2601,1190.1127
53479227,2602,1198.1212
53479251,2603,1248.954
53479275,2604,1250.8154
53479277,2605,1302.4614
53479341,2606,1282.6559
53479343,2607,1321.3966
53479439,2608,1220.6942
53479441,2609,1288.533
53479447,2610,1217.2311
53479495,2611,1192.6859
53479497,2612,1220.6942
53479499,2613,1224.9633
53479501,2614,1224.9633
53479505,2615,1190.1127
53479507,2616,1208.059
24779275,2622,1167.1818
24779277,2623,1213.268
11803170,2636,1197.6355
6443157,2637,1263.4664
108156,2641,1199.9989
24779297,2642,1164.5952
24779301,2648,1167.2347
16759366,2649,1265.8816
24779326,2665,1164.5952
24779329,2667,1167.2347
6443065,2670,1178.4501
24779336,2672,1169.6807
24779341,2675,1225.3435
24779354,2684,1126.0114
6443119,2690,1218.5813
16759362,2691,1223.3538
24779379,2692,1265.0631
52923736,2697,1213.268
52923742,2700,1226.8468
6443070,2721,1224.696
52923834,2747,1237.8651
52923836,2748,1270.0103
52923844,2752,1169.6807
52923852,2756,1181.8553
53481701,2763,1191.6249
53481747,2766,1245.521
53481749,2767,1238.5001
53481753,2768,1279.1057
53481771,2769,1249.7722
53481773,2770,1266.616
53481707,2772,1218.5813
53481709,2773,1276.6249
53481711,2774,1231.6199
53481715,2776,1257.2244
53481719,2777,1218.5813
53481721,2778,1312.1141
53481725,2779,1227.4994
6443159,2780,1312.1141
53481727,2781,1257.2244
53481729,2782,1196.152
53481731,2784,1254.4424
53481733,2785,1238.5001
53481735,2786,1220.9362
53481737,2787,1245.7292
53481739,2788,1273.0776
53481741,2789,1279.0471
53481759,2791,1289.0376
53481761,2792,1186.3895
53481765,2793,1186.3895
53481767,2794,1256.8562
24779384,2796,1250.8364
24779386,2797,1267.288
24779388,2799,1239.1598
24779390,2801,1222.1113
42607428,2802,1245.2361
42607430,2803,1326.1261
52923868,2805,898.27563
46891812,2806,853.8195
