database_id,cmm_id,prediction
NPA003086,3065,705.78314
NPA003087,3066,1133.9326
NPA003088,3067,687.821
NPA003089,3068,693.5874
NPA003090,3069,584.4915
NPA003091,3070,1230.0793
NPA003092,3071,1208.9945
NPA003093,3072,1347.3949
NPA003094,3073,1083.1227
NPA003095,3074,588.1685
NPA003096,3075,909.2365
NPA003097,3076,671.3895
NPA003098,3077,980.15125
NPA003099,3078,952.9566
NPA003100,3079,889.3173
NPA003101,3080,890.69525
NPA003102,3081,758.4877
NPA003103,3082,581.0306
NPA003104,3083,601.65454
NPA003105,3084,729.5051
NPA003106,3085,892.4039
NPA003107,3086,1024.3805
NPA003108,3087,1055.997
NPA003109,3088,650.5567
NPA003110,3089,652.1956
NPA003111,3090,770.74536
NPA003112,3091,730.31464
NPA003113,3092,690.4045
NPA003114,3093,1123.4158
NPA003115,3094,719.6897
NPA003116,3095,1092.9672
NPA003117,3096,659.9756
NPA003118,3097,874.2412
NPA003119,3098,886.6485
NPA003120,3099,694.5222
NPA003121,3100,599.49945
NPA003123,3101,1095.5244
NPA003124,3102,707.1386
NPA003125,3103,577.2955
NPA003126,3104,1070.0616
NPA003127,3105,763.6149
NPA003128,3106,613.1942
NPA003129,3107,811.18555
NPA003130,3108,738.3616
NPA003131,3109,833.52386
NPA003132,3110,786.7876
NPA003133,3111,805.5843
NPA003134,3112,847.3578
NPA003135,3113,660.23047
NPA003136,3114,1100.9991
NPA003137,3115,849.5802
NPA003138,3116,990.1793
NPA003139,3117,95.62188
NPA003140,3118,688.9525
NPA003141,3119,842.8554
NPA003142,3120,742.4456
NPA003143,3121,661.1923
NPA003144,3122,738.5023
NPA003145,3123,748.0647
NPA003146,3124,828.1475
NPA003147,3125,599.4257
NPA003148,3126,702.06506
NPA003149,3127,744.7954
NPA003150,3128,753.0262
NPA003151,3129,703.43036
NPA003152,3130,718.1217
NPA003153,3131,757.1778
NPA003154,3132,873.28644
NPA003155,3133,787.3464
NPA003156,3134,689.95764
NPA003157,3135,838.4595
NPA003158,3136,590.77893
NPA003159,3137,921.5449
NPA003160,3138,1022.9638
NPA003161,3139,786.1986
NPA003162,3140,814.57416
NPA003163,3141,1056.2379
NPA003164,3142,1329.205
NPA003165,3143,895.68463
NPA003166,3144,1064.1482
NPA003167,3145,668.2651
NPA003168,3146,664.263
NPA003169,3147,1065.6147
NPA003170,3148,886.71735
NPA003171,3149,690.69037
NPA003172,3150,1052.3647
NPA003173,3151,732.8699
NPA003174,3152,685.69824
NPA003175,3153,732.966
NPA003176,3154,865.3218
NPA003177,3155,971.52673
NPA003178,3156,645.43726
NPA003179,3157,748.15985
NPA003180,3158,701.7081
NPA003181,3159,1060.3486
NPA003182,3160,632.7051
NPA003183,3161,1226.4084
NPA003184,3162,966.79047
NPA003185,3163,1183.2781
NPA003186,3164,793.1146
NPA003187,3165,1111.3351
NPA003188,3166,883.68677
NPA003189,3167,1031.5374
NPA003190,3168,705.1206
NPA003191,3169,759.2866
NPA003192,3170,824.12177
NPA003193,3171,725.66815
NPA003194,3172,763.45856
NPA003195,3173,840.33093
NPA003196,3174,909.2283
NPA003197,3175,1116.6687
NPA003198,3176,1046.5272
NPA003199,3177,708.1155
NPA003200,3178,739.37494
NPA003201,3179,640.10046
NPA003202,3180,751.6045
NPA003203,3181,715.1032
NPA003204,3182,872.45734
NPA003205,3183,735.6591
NPA003206,3184,752.01654
NPA003207,3185,849.2322
NPA003208,3186,907.6031
NPA003209,3187,688.9848
NPA003210,3188,679.6006
NPA003211,3189,949.0829
NPA003212,3190,715.11957
NPA003213,3191,830.75793
NPA003214,3192,935.2275
NPA003215,3193,696.2023
NPA003216,3194,1071.7416
NPA003217,3195,1310.4478
NPA003218,3196,865.5275
NPA003219,3197,708.3116
NPA003220,3198,796.9374
NPA003221,3199,730.62415
NPA003222,3200,854.18085
NPA003223,3201,1102.6266
NPA003224,3202,640.9688
NPA003225,3203,725.67206
NPA003226,3204,993.50256
NPA003227,3205,745.35974
NPA003228,3206,1183.6512
NPA003229,3207,690.507
NPA003230,3208,635.2336
NPA003231,3209,805.872
NPA003232,3210,1175.9117
NPA003233,3211,935.8281
NPA003234,3212,933.45245
NPA003235,3213,965.4707
NPA003236,3214,847.3443
NPA003237,3215,660.5411
NPA003238,3216,759.46765
NPA003239,3217,593.117
NPA003240,3218,839.02856
NPA003241,3219,871.1423
NPA003242,3220,1280.869
NPA003243,3221,680.25006
NPA003244,3222,804.2259
NPA003245,3223,696.2711
NPA003246,3224,1396.2758
NPA003247,3225,866.2905
NPA003248,3226,922.72565
NPA003249,3227,912.7903
NPA003250,3228,855.01544
NPA003251,3229,757.73724
NPA003252,3230,858.41003
NPA003253,3231,1103.5416
NPA003254,3232,833.2022
NPA003255,3233,847.0342
NPA003256,3234,705.889
NPA003257,3235,767.6367
NPA003258,3236,815.528
NPA003259,3237,651.4703
NPA003260,3238,1281.5415
NPA003261,3239,718.09827
NPA003262,3240,734.8134
NPA003263,3241,718.00006
NPA003264,3242,860.12036
NPA003265,3243,665.23846
NPA003266,3244,802.8874
NPA003267,3245,729.6465
NPA003268,3246,804.36664
NPA003269,3247,734.15405
NPA003270,3248,697.0978
NPA003271,3249,903.7023
NPA003272,3250,1164.2833
NPA003273,3251,661.88306
NPA003274,3252,970.4567
NPA003275,3253,631.15894
NPA003276,3254,671.03625
NPA003277,3255,998.3038
NPA003278,3256,1114.9355
NPA003280,3257,686.37805
NPA003281,3258,1067.0145
NPA003282,3259,918.47986
NPA003284,3260,583.70496
NPA003285,3261,830.38416
NPA003286,3262,969.95154
NPA003287,3263,1057.8627
NPA003288,3264,997.7075
NPA003289,3265,806.024
NPA003290,3266,928.25415
NPA003291,3267,711.54285
NPA003292,3268,819.00116
NPA003293,3269,843.86847
NPA003294,3270,734.0457
NPA003295,3271,655.1635
NPA003296,3272,1107.5328
NPA003297,3273,772.38824
NPA003298,3274,1120.2706
NPA003299,3275,719.6148
NPA003300,3276,560.71045
NPA003301,3277,896.7464
NPA003302,3278,948.4987
NPA003303,3279,835.30115
NPA003304,3280,907.78577
NPA003305,3281,882.7923
NPA003306,3282,1024.6377
NPA003307,3283,791.2062
NPA003308,3284,848.05066
NPA003309,3285,863.8734
NPA003310,3286,697.8585
NPA003311,3287,701.78687
NPA003312,3288,825.42633
NPA003313,3289,870.2153
NPA003314,3290,1105.4647
NPA003315,3291,734.1023
NPA003316,3292,735.511
NPA003317,3293,1074.427
NPA003318,3294,657.97186
NPA003319,3295,1165.441
NPA003320,3296,1129.4017
NPA003321,3297,658.15656
NPA003322,3298,978.1282
NPA003323,3299,837.03284
NPA003324,3300,705.6953
NPA003325,3301,658.54767
NPA003326,3302,1006.1761
NPA003327,3303,983.7816
NPA003328,3304,809.4528
NPA003329,3305,1026.3373
NPA003330,3306,698.99506
NPA003331,3307,903.7611
NPA003332,3308,718.5265
NPA003333,3309,811.49506
NPA003334,3310,704.3699
NPA003335,3311,929.2978
NPA003336,3312,808.64954
NPA003337,3313,1006.2533
NPA003338,3314,991.2476
NPA003339,3315,1089.8282
NPA003340,3316,845.94806
NPA003341,3317,668.273
NPA003342,3318,856.86694
NPA003343,3319,778.47723
NPA003344,3320,560.71796
NPA003345,3321,740.74884
NPA003346,3322,621.914
NPA003347,3323,1079.6561
NPA003348,3324,791.13324
NPA003349,3325,954.64386
NPA003350,3326,870.7944
NPA003351,3327,653.66144
NPA003352,3328,673.988
NPA003353,3329,734.2282
NPA003354,3330,1298.2253
NPA003355,3331,849.7632
NPA003356,3332,959.23315
NPA003357,3333,629.02203
NPA003358,3334,655.49695
NPA003359,3335,682.5175
NPA003360,3336,693.9884
NPA003362,3337,812.1763
NPA003363,3338,795.14465
NPA003364,3339,1117.0316
NPA003365,3340,85.68473
NPA003366,3341,902.7752
NPA003367,3342,1044.7632
NPA003368,3343,816.04205
NPA003369,3344,950.8989
NPA003370,3345,605.6227
NPA003371,3346,904.981
NPA003372,3347,1182.039
NPA003373,3348,861.8776
NPA003374,3349,580.4286
NPA003375,3350,684.4008
NPA003376,3351,895.50085
NPA003377,3352,689.0362
NPA003378,3353,943.67773
NPA003379,3354,945.2053
NPA003380,3355,900.08234
NPA003381,3356,786.5978
NPA003382,3357,861.50586
NPA003383,3358,703.52216
NPA003384,3359,580.13
NPA003385,3360,946.6533
NPA003386,3361,1023.7471
NPA003387,3362,704.15314
NPA003388,3363,873.3216
NPA003389,3364,723.72565
NPA003390,3365,702.8458
NPA003391,3366,721.68646
NPA003392,3367,1203.6097
NPA003393,3368,759.83215
NPA003394,3369,883.6849
NPA003395,3370,797.4471
NPA003396,3371,850.3306
NPA003397,3372,893.14825
NPA003398,3373,1070.9128
NPA003399,3374,595.85345
NPA003400,3375,1370.3003
NPA003401,3376,692.8038
NPA003402,3377,749.59784
NPA003403,3378,803.8988
NPA003404,3379,964.1889
NPA003405,3380,1003.67725
NPA003406,3381,801.8847
NPA003407,3382,622.28766
NPA003408,3383,890.5749
NPA003409,3384,879.72424
NPA003410,3385,1317.3794
NPA003411,3386,830.30115
NPA003412,3387,847.3238
NPA003413,3388,876.6295
NPA003414,3389,861.21497
NPA003415,3390,785.3521
NPA003416,3391,734.54767
NPA003417,3392,628.7964
NPA003418,3393,952.23
NPA003419,3394,1079.6344
NPA003420,3395,675.17786
NPA003421,3396,88.27246
NPA003422,3397,736.8598
NPA003423,3398,539.5401
NPA003424,3399,658.01
NPA003425,3400,896.41
NPA003426,3401,941.8652
NPA003427,3402,854.9971
NPA003428,3403,978.9018
NPA003429,3404,697.8458
NPA003430,3405,812.17316
NPA003431,3406,1042.0713
NPA003432,3407,809.4574
NPA003433,3408,811.8396
NPA003434,3409,820.4227
NPA003435,3410,680.7761
NPA003436,3411,710.43
NPA003437,3412,702.1871
NPA003438,3413,1192.8855
NPA003439,3414,917.0392
NPA003440,3415,939.744
NPA003441,3416,715.24963
NPA003442,3417,858.57764
NPA003443,3418,585.926
NPA003444,3419,866.40686
NPA003445,3420,791.9314
NPA003446,3421,769.6941
NPA003447,3422,779.67847
NPA003448,3423,749.9308
NPA003449,3424,1114.4823
NPA003450,3425,682.9134
NPA003451,3426,839.237
NPA003452,3427,895.49084
NPA003453,3428,1232.015
NPA003454,3429,967.8504
NPA003455,3430,788.77844
NPA003456,3431,661.1761
NPA003457,3432,1206.053
NPA003458,3433,656.54236
NPA003459,3434,882.12054
NPA003460,3435,973.5069
NPA003461,3436,745.1764
NPA003462,3437,834.3048
NPA003463,3438,930.19855
NPA003464,3439,634.5126
NPA003465,3440,641.0446
NPA003466,3441,807.3278
NPA003467,3442,546.9497
NPA003468,3443,741.4112
NPA003469,3444,1004.5862
NPA003470,3445,829.30023
NPA003471,3446,717.72815
NPA003472,3447,1155.7585
NPA003473,3448,843.03265
NPA003474,3449,917.5171
NPA003475,3450,731.77374
NPA003476,3451,914.0299
NPA003477,3452,641.06866
NPA003478,3453,1077.4749
NPA003479,3454,726.3647
NPA003480,3455,900.23364
NPA003481,3456,1073.872
NPA003482,3457,689.14984
NPA003483,3458,638.0611
NPA003484,3459,652.0747
NPA003485,3460,882.68097
NPA003486,3461,985.3326
NPA003487,3462,894.0904
NPA003488,3463,899.2635
NPA003489,3464,742.4925
NPA003490,3465,905.2496
NPA003491,3466,97.617744
NPA003492,3467,707.7049
NPA003493,3468,1157.519
NPA003494,3469,1053.7214
NPA003495,3470,858.409
NPA003496,3471,1093.897
NPA003497,3472,759.0609
NPA003498,3473,765.46466
NPA003499,3474,771.4259
NPA003500,3475,838.8385
NPA003501,3476,659.9531
NPA003502,3477,646.1665
NPA003503,3478,579.7746
NPA003504,3479,726.7736
NPA003505,3480,970.2381
NPA003506,3481,687.68695
NPA003507,3482,666.4443
NPA003508,3483,690.10364
NPA003510,3484,690.9896
NPA003511,3485,742.35657
NPA003513,3486,1066.3247
NPA003514,3487,894.31616
NPA003515,3488,1211.2552
NPA003516,3489,918.8602
NPA003517,3490,723.7169
NPA003518,3491,797.5372
NPA003519,3492,752.93304
NPA003521,3493,1065.325
NPA003522,3494,813.2066
NPA003523,3495,978.0373
NPA003524,3496,719.4221
NPA003525,3497,880.6379
NPA003526,3498,687.5725
NPA003527,3499,592.79846
NPA003528,3500,962.59705
NPA003529,3501,628.7458
NPA003530,3502,749.3395
NPA003531,3503,1212.221
NPA003532,3504,1268.6875
NPA003533,3505,915.92957
NPA003534,3506,891.1826
NPA003535,3507,977.51074
NPA003536,3508,721.0724
NPA003537,3509,1196.1094
NPA003538,3510,1125.1244
NPA003539,3511,1074.708
NPA003540,3512,621.3838
NPA003541,3513,747.6224
NPA003542,3514,720.1034
NPA003543,3515,767.7564
NPA003544,3516,651.6013
NPA003545,3517,804.5249
NPA003546,3518,730.2007
NPA003547,3519,947.66235
NPA003548,3520,838.75793
NPA003549,3521,1185.6351
NPA003550,3522,989.5179
NPA003551,3523,595.833
NPA003552,3524,1116.1932
NPA003553,3525,993.88885
NPA003554,3526,972.4782
NPA003555,3527,730.2338
NPA003556,3528,780.37024
NPA003557,3529,796.04944
NPA003558,3530,734.64954
NPA003559,3531,872.8008
NPA003560,3532,718.19495
NPA003561,3533,876.2634
NPA003562,3534,721.6876
NPA003563,3535,756.6896
NPA003564,3536,783.1762
NPA003565,3537,975.4653
NPA003566,3538,680.37225
NPA003567,3539,884.5968
NPA003568,3540,744.6181
NPA003569,3541,985.2789
NPA003570,3542,970.1966
NPA003571,3543,1340.4948
NPA003572,3544,738.4963
NPA003573,3545,752.2204
NPA003574,3546,1313.8982
NPA003575,3547,661.88544
NPA003576,3548,728.73206
NPA003577,3549,729.4258
NPA003578,3550,856.3659
NPA003579,3551,594.0876
NPA003580,3552,886.6771
NPA003581,3553,715.28
NPA003582,3554,959.14685
NPA003583,3555,717.76855
NPA003584,3556,775.2243
NPA003585,3557,820.44666
NPA003586,3558,762.07825
NPA003587,3559,959.10254
NPA003588,3560,874.3956
NPA003589,3561,684.771
NPA003590,3562,649.2775
NPA003591,3563,590.9992
NPA003592,3564,874.59094
NPA003593,3565,1175.0585
NPA003594,3566,816.32623
NPA003595,3567,786.00964
NPA003596,3568,908.49133
NPA003597,3569,1005.90216
NPA003598,3570,954.8482
NPA003599,3571,1161.1934
NPA003600,3572,723.40405
NPA003601,3573,720.98224
NPA003602,3574,1208.1498
NPA003603,3575,855.08124
NPA003604,3576,793.47424
NPA003605,3577,833.3949
NPA003606,3578,752.12146
NPA003607,3579,876.22687
NPA003608,3580,749.2563
NPA003609,3581,822.8313
NPA003610,3582,694.8264
NPA003611,3583,561.0903
NPA003612,3584,963.7969
NPA003613,3585,820.30597
NPA003614,3586,733.99896
NPA003615,3587,947.0296
NPA003616,3588,761.6148
NPA003617,3589,851.2947
NPA003618,3590,1218.6869
NPA003619,3591,981.13464
NPA003620,3592,611.4587
NPA003621,3593,589.6931
NPA003622,3594,685.7358
NPA003623,3595,801.0611
NPA003624,3596,979.3427
NPA003625,3597,991.8042
NPA003626,3598,796.41003
NPA003627,3599,740.7364
NPA003628,3600,1218.5121
NPA003629,3601,1470.9407
NPA003630,3602,1015.20496
NPA003631,3603,707.87994
NPA003632,3604,695.7625
NPA003633,3605,909.5087
NPA003634,3606,1115.4257
NPA003635,3607,624.3868
NPA003636,3608,579.6076
NPA003637,3609,655.37244
NPA003638,3610,693.14026
NPA003639,3611,687.47943
NPA003640,3612,1074.341
NPA003641,3613,770.5923
NPA003642,3614,1006.272
NPA003643,3615,646.3557
NPA003644,3616,744.0301
NPA003645,3617,730.81915
NPA003646,3618,809.9562
NPA003647,3619,687.06445
NPA003648,3620,913.85
NPA003649,3621,1141.8284
NPA003650,3622,859.0131
NPA003651,3623,717.88745
NPA003652,3624,760.54724
NPA003653,3625,898.71423
NPA003654,3626,90.24381
NPA003655,3627,891.5595
NPA003656,3628,1168.9702
NPA003657,3629,769.275
NPA003658,3630,794.83887
NPA003659,3631,734.2871
NPA003660,3632,88.52884
NPA003661,3633,751.6624
NPA003662,3634,1289.7958
NPA003663,3635,940.15515
NPA003664,3636,576.01654
NPA003665,3637,981.48535
NPA003666,3638,1113.2317
NPA003667,3639,946.1289
NPA003668,3640,98.67801
NPA003669,3641,862.7033
NPA003670,3642,869.7606
NPA003671,3643,1014.1048
NPA003672,3644,716.42255
NPA003674,3645,704.0353
NPA003675,3646,824.648
NPA003676,3647,715.6614
NPA003677,3648,717.00073
NPA003678,3649,953.49774
NPA003679,3650,982.0656
NPA003680,3651,886.98157
NPA003681,3652,693.52313
NPA003682,3653,1140.3408
NPA003683,3654,854.3159
NPA003684,3655,710.9594
NPA003685,3656,758.3738
NPA003686,3657,764.01917
NPA003687,3658,697.0538
NPA003688,3659,1027.4703
NPA003689,3660,871.9206
NPA003690,3661,660.0453
NPA003691,3662,852.22833
NPA003692,3663,914.8247
NPA003693,3664,957.0658
NPA003694,3665,763.23706
NPA003695,3666,994.3194
NPA003696,3667,681.6979
NPA003697,3668,828.65857
NPA003698,3669,1018.42786
NPA003699,3670,1037.5159
NPA003700,3671,661.9221
NPA003701,3672,884.808
NPA003702,3673,1329.2051
NPA003703,3674,705.1206
NPA003704,3675,867.92755
NPA003705,3676,1030.5912
NPA003706,3677,675.49414
NPA003707,3678,998.6662
NPA003708,3679,820.834
NPA003709,3680,716.7646
NPA003710,3681,685.30096
NPA003711,3682,1121.2833
NPA003712,3683,802.90326
NPA003713,3684,942.9059
NPA003714,3685,858.47766
NPA003715,3686,623.05206
NPA003716,3687,659.6811
NPA003717,3688,928.2189
NPA003718,3689,955.3437
NPA003719,3690,925.4843
NPA003720,3691,647.4189
NPA003721,3692,882.3227
NPA003722,3693,667.49915
NPA003723,3694,1070.5305
NPA003724,3695,713.79456
NPA003725,3696,1044.859
NPA003726,3697,87.20337
NPA003727,3698,824.8539
NPA003728,3699,805.8186
NPA003729,3700,1032.3601
NPA003730,3701,627.42035
NPA003731,3702,1260.1052
NPA003732,3703,1404.9485
NPA003733,3704,743.83203
NPA003734,3705,963.47205
NPA003735,3706,847.1248
NPA003736,3707,811.31134
NPA003737,3708,786.7378
NPA003738,3709,735.40454
NPA003739,3710,762.02966
NPA003740,3711,707.58746
NPA003741,3712,889.4621
NPA003742,3713,844.4838
NPA003743,3714,796.67865
NPA003744,3715,807.7633
NPA003745,3716,564.1676
NPA003746,3717,780.56104
NPA003747,3718,1243.6796
NPA003748,3719,1166.4236
NPA003749,3720,993.37054
NPA003750,3721,923.10254
NPA003751,3722,1047.0883
NPA003752,3723,740.6695
NPA003753,3724,862.8195
NPA003754,3725,1019.7419
NPA003755,3726,1060.8076
NPA003756,3727,588.7812
NPA003757,3728,676.8963
NPA003759,3729,600.5283
NPA003760,3730,910.6516
NPA003761,3731,805.3008
NPA003762,3732,688.2817
NPA003763,3733,960.1337
NPA003764,3734,875.78766
NPA003765,3735,1006.19006
NPA003766,3736,851.9447
NPA003767,3737,941.8602
NPA003768,3738,769.89685
NPA003769,3739,1363.9846
NPA003770,3740,1017.38934
NPA003771,3741,1031.419
NPA003772,3742,995.3402
NPA003773,3743,856.5027
NPA003774,3744,909.02704
NPA003775,3745,945.88873
NPA003776,3746,664.8954
NPA003777,3747,807.60297
NPA003778,3748,930.6812
NPA003779,3749,731.62244
NPA003780,3750,809.14935
NPA003781,3751,770.2735
NPA003782,3752,102.29686
NPA003783,3753,1033.9142
NPA003784,3754,972.52106
NPA003785,3755,1096.9355
NPA003786,3756,791.7243
NPA003787,3757,940.32776
NPA003788,3758,560.31024
NPA003789,3759,893.5992
NPA003790,3760,894.4066
NPA003791,3761,755.8027
NPA003792,3762,778.155
NPA003793,3763,1043.9995
NPA003794,3764,1469.9644
NPA003795,3765,1152.5917
NPA003796,3766,734.1182
NPA003797,3767,678.70636
NPA003798,3768,691.20026
NPA003799,3769,635.83844
NPA003800,3770,1123.1348
NPA003801,3771,806.919
NPA003802,3772,615.2416
NPA003803,3773,957.4621
NPA003804,3774,740.9072
NPA003805,3775,688.88434
NPA003806,3776,797.139
NPA003807,3777,760.407
NPA003808,3778,743.4578
NPA003809,3779,1081.2686
NPA003810,3780,862.603
NPA003811,3781,1142.5438
NPA003812,3782,857.60016
NPA003813,3783,578.0201
NPA003814,3784,1221.2141
NPA003815,3785,613.9915
NPA003816,3786,857.90704
NPA003817,3787,907.46124
NPA003818,3788,1001.6013
NPA003819,3789,882.16675
NPA003820,3790,731.94055
NPA003821,3791,901.7143
NPA003822,3792,916.1902
NPA003823,3793,634.9316
NPA003824,3794,837.19946
NPA003825,3795,634.33685
NPA003826,3796,694.3145
NPA003827,3797,965.6654
NPA003828,3798,714.0724
NPA003829,3799,937.1247
NPA003830,3800,845.34973
NPA003831,3801,804.0717
NPA003832,3802,568.89575
NPA003833,3803,694.30896
NPA003834,3804,1200.7806
NPA003835,3805,1002.88446
NPA003836,3806,1070.5305
NPA003837,3807,668.10913
NPA003838,3808,1009.8247
NPA003839,3809,1051.6282
NPA003840,3810,1206.217
NPA003841,3811,836.0886
NPA003842,3812,826.03094
NPA003843,3813,712.69885
NPA003844,3814,840.6211
NPA003845,3815,1413.194
NPA003846,3816,721.3749
NPA003847,3817,581.7497
NPA003848,3818,846.1132
NPA003849,3819,630.2336
NPA003850,3820,884.6928
NPA003851,3821,691.181
NPA003852,3822,897.15497
NPA003853,3823,649.20685
NPA003854,3824,892.04913
NPA003855,3825,517.2945
NPA003856,3826,1054.2434
NPA003857,3827,599.43036
NPA003858,3828,717.3382
NPA003859,3829,804.4057
NPA003860,3830,756.2059
NPA003861,3831,864.47015
NPA003862,3832,656.5715
NPA003863,3833,794.9224
NPA003864,3834,790.4054
NPA003865,3835,1076.2883
NPA003866,3836,758.6851
NPA003867,3837,680.9522
NPA003868,3838,1084.8665
NPA003869,3839,831.5479
NPA003870,3840,1123.2477
NPA003871,3841,730.7464
NPA003872,3842,665.6597
NPA003873,3843,1204.742
NPA003874,3844,664.8696
NPA003875,3845,1221.5765
NPA003876,3846,860.4723
NPA003877,3847,82.39376
NPA003878,3848,691.2352
NPA003879,3849,590.83545
NPA003880,3850,656.5715
NPA003881,3851,876.5322
NPA003882,3852,580.94336
NPA003883,3853,861.6103
NPA003884,3854,599.5821
NPA003885,3855,884.6176
NPA003886,3856,785.6327
NPA003887,3857,623.73553
NPA003888,3858,720.53046
NPA003889,3859,795.12494
NPA003890,3860,910.822
NPA003891,3861,912.05804
NPA003892,3862,797.97253
NPA003893,3863,631.15814
NPA003894,3864,593.5888
NPA003895,3865,767.27124
NPA003896,3866,765.6374
NPA003897,3867,670.0968
NPA003898,3868,1026.3756
NPA003899,3869,822.9842
NPA003900,3870,869.93585
NPA003901,3871,882.01697
NPA003902,3872,701.77905
NPA003903,3873,909.0059
NPA003904,3874,669.3106
NPA003905,3875,851.8301
NPA003906,3876,883.8409
NPA003907,3877,951.73016
NPA003908,3878,1045.3425
NPA003909,3879,655.9821
NPA003910,3880,935.0504
NPA003911,3881,602.8431
NPA003912,3882,1041.9779
NPA003913,3883,784.043
NPA003914,3884,735.169
NPA003915,3885,985.8138
NPA003916,3886,670.1654
NPA003917,3887,890.42206
NPA003918,3888,731.20044
NPA003919,3889,738.16003
NPA003920,3890,667.3223
NPA003921,3891,751.4002
NPA003922,3892,900.0264
NPA003923,3893,1142.2725
NPA003924,3894,793.5875
NPA003925,3895,859.1434
NPA003926,3896,547.5717
NPA003927,3897,651.2422
NPA003928,3898,1054.6864
NPA003929,3899,826.28235
NPA003930,3900,615.2239
NPA003931,3901,923.60516
NPA003932,3902,779.32385
NPA003933,3903,725.39355
NPA003934,3904,764.61523
NPA003935,3905,707.2246
NPA003936,3906,717.71075
NPA003937,3907,1016.37225
NPA003938,3908,752.00934
NPA003939,3909,669.83606
NPA003940,3910,641.072
NPA003941,3911,1053.5658
NPA003942,3912,710.78156
NPA003943,3913,959.86053
NPA003944,3914,829.93494
NPA003945,3915,903.7552
NPA003946,3916,809.3493
NPA003947,3917,755.51373
NPA003948,3918,792.45917
NPA003949,3919,1015.798
NPA003950,3920,919.5274
NPA003951,3921,1347.9623
NPA003952,3922,929.6187
NPA003953,3923,857.5471
NPA003954,3924,765.7475
NPA003955,3925,1023.58014
NPA003956,3926,725.09143
NPA003957,3927,675.63293
NPA003958,3928,957.17365
NPA003959,3929,841.8351
NPA003961,3930,868.022
NPA003962,3931,815.26825
NPA003963,3932,655.6363
NPA003964,3933,824.8345
NPA003965,3934,677.21564
NPA003966,3935,772.7616
NPA003967,3936,938.86505
NPA003968,3937,873.4802
NPA003969,3938,952.2372
NPA003970,3939,557.61584
NPA003971,3940,976.7903
NPA003972,3941,945.12805
NPA003973,3942,992.7282
NPA003974,3943,859.4645
NPA003975,3944,627.42584
NPA003976,3945,974.89026
NPA003977,3946,1162.578
NPA003978,3947,1048.7368
NPA003979,3948,814.76996
NPA003980,3949,728.52594
NPA003981,3950,826.0711
NPA003982,3951,726.4882
NPA003983,3952,941.7487
NPA003984,3953,801.8276
NPA003985,3954,604.66376
NPA003986,3955,954.1396
NPA003987,3956,825.252
NPA003988,3957,1133.0205
NPA003989,3958,893.4875
NPA003990,3959,841.25934
NPA003991,3960,907.2841
NPA003992,3961,1317.3638
NPA003993,3962,953.6519
NPA003994,3963,840.73706
NPA003995,3964,639.82336
NPA003996,3965,592.822
NPA003997,3966,762.4012
NPA003998,3967,781.91736
NPA003999,3968,689.39624
NPA004000,3969,665.57184
NPA004001,3970,792.3459
NPA004002,3971,979.0596
NPA004003,3972,890.67535
NPA004004,3973,620.86584
NPA004005,3974,832.0641
NPA004006,3975,811.67664
NPA004007,3976,978.3293
NPA004008,3977,1022.9611
NPA004009,3978,1353.7548
NPA004010,3979,634.3539
NPA004011,3980,944.90936
NPA004012,3981,678.5101
NPA004013,3982,1106.445
NPA004014,3983,815.57544
NPA004015,3984,805.6855
NPA004016,3985,1049.5676
NPA004017,3986,749.6486
NPA004018,3987,868.64606
NPA004019,3988,666.72986
NPA004020,3989,807.58527
NPA004021,3990,1174.2458
NPA004022,3991,638.95996
NPA004023,3992,752.8864
NPA004024,3993,875.0906
NPA004025,3994,828.7789
NPA004026,3995,738.0705
NPA004027,3996,847.6568
NPA004028,3997,871.8392
NPA004029,3998,705.1945
NPA004030,3999,692.21594
NPA004031,4000,854.1467
NPA004032,4001,751.1822
NPA004033,4002,935.1225
NPA004034,4003,678.6874
NPA004035,4004,820.4804
NPA004036,4005,729.63617
NPA004037,4006,966.24176
NPA004038,4007,668.0084
NPA004039,4008,824.96
NPA004040,4009,719.2149
NPA004042,4010,885.4594
NPA004043,4011,896.23303
NPA004044,4012,705.75775
NPA004045,4013,834.86487
NPA004046,4014,683.94745
NPA004047,4015,609.9218
NPA004048,4016,832.8028
NPA004049,4017,780.1517
NPA004050,4018,1141.3577
NPA004051,4019,804.69135
NPA004052,4020,740.3373
NPA004053,4021,1330.3679
NPA004054,4022,1021.0838
NPA004055,4023,798.88715
NPA004056,4024,667.78754
NPA004057,4025,593.0749
NPA004058,4026,594.49176
NPA004059,4027,778.2086
NPA004060,4028,971.0409
NPA004061,4029,582.84186
NPA004062,4030,732.0462
NPA004063,4031,901.65247
NPA004064,4032,817.82166
NPA004065,4033,914.59546
NPA004066,4034,987.85767
NPA004067,4035,942.2438
NPA004068,4036,563.5702
NPA004069,4037,901.7885
NPA004070,4038,795.0098
NPA004071,4039,749.03394
NPA004072,4040,645.9569
NPA004073,4041,902.6255
NPA004075,4042,828.41675
NPA004076,4043,637.08453
NPA004077,4044,685.6048
NPA004078,4045,649.3813
NPA004079,4046,1015.398
NPA004080,4047,832.8461
NPA004081,4048,1127.0793
NPA004082,4049,865.8131
NPA004084,4050,1186.9808
NPA004085,4051,802.43414
NPA004086,4052,789.6416
NPA004087,4053,1034.3295
NPA004088,4054,78.8308
NPA004089,4055,722.8138
